V,Ca_SR,Cai,Nai,Ki,Ca_ligand,d,f1,fCa,Xr1,Xr2,Xs,h,j,m,Xf,s,r,dCaT,fCaT,R,O,I,a_ur,i_ur
-74.24280693212653,0.3293434785099637,6.168786256439776e-05,6.535182946131136,105.41911265687622,0.0,0.0004744314734788635,0.9488030569881694,1.005823918185883,0.0005627114494178075,0.43634843302466675,0.06471057894084367,0.7055622588796414,0.6997137188501528,0.03495662836135456,0.06444786625060042,0.9793979467861881,0.00029998117878945487,0.0003361656551082789,0.9055918608288088,0.04438952914412267,4.781393838475137e-05,0.0010281716566682166,0.0003543090293177834,0.8449882489884244
-68.24269861280676,0.32934124970394585,6.17005406425116e-05,6.535181342889103,105.4191073155402,0.0,0.0005339376227354899,0.948883672028399,1.0058235483739675,0.0005655954749153559,0.42654088998586875,0.0648245018071137,0.6927584835389253,0.6995654126276485,0.060946743486412484,0.06443588928321953,0.979290833805746,0.0003164827807826897,0.0006826695858939752,0.9045042069281257,0.04438441602496205,4.7818096136795616e-05,0.0010283847823581976,0.0003655919982772443,0.8450320253040913
-46.50927921255408,0.32933904572017547,6.18620713482242e-05,6.53579361733533,105.41909650283846,0.0,0.002162498413385961,0.9488307755251045,1.005822041925716,0.0006084334584587149,0.3757753339152092,0.06538756463273955,0.5659704281003416,0.6964406098327894,0.35826318481067937,0.064344405600128,0.9782638188099686,0.0005441559636368237,0.011337010388492044,0.8875065631720048,0.04437888360510043,4.7836687605028357e-05,0.0010289182245724227,0.0005917968212689063,0.8450764368312024
11.840097086071827,0.3293384363098709,7.068619789373464e-05,6.544143523857884,105.41907214823036,0.0,0.34537528928653005,0.9413543083976836,1.005742134590503,0.006033257229487356,0.24760460047342622,0.06642129681809357,0.007910641003196729,0.34615402476133245,0.999472467320541,0.0637621904143463,0.9419262117313215,0.07542967011396277,0.9451834539159101,0.26022869416823624,0.04434464467299046,4.8875506548765765e-05,0.001052084921233722,0.22466670170185518,0.8449302106080616
7.597372453421289,0.32934413936255,8.705256770009567e-05,6.544081578857118,105.41884122675421,0.0,0.6330411646381103,0.9320572248346299,1.0053766484505826,0.012930870992792937,0.1569467500567492,0.067495005876371,3.987177953308623e-05,0.13001558209812236,0.9990984938863783,0.06306398452338884,0.8963157911474273,0.139965732877973,0.99557616299204,0.06003683513439963,0.04419015816588421,5.433103095538418e-05,0.0011736506655477877,0.4163853059261241,0.8447084819099072
15.299753324803829,0.3293570938940967,0.00010538513277826308,6.543974641377621,105.41847150093267,0.0,0.7937180701558622,0.9228450191357771,1.0046685789420393,0.020547581963794522,0.10074608799694634,0.06856881977714288,1.8389029402920944e-05,0.04832582547332219,0.9996465053148862,0.06233886020874678,0.8502122026338236,0.20582372352397427,0.9984489407783346,0.011173817082101498,0.04387740496115181,6.606345855388755e-05,0.0014373231330534588,0.5748575372618786,0.8444777770120808
23.539702958016203,0.32937402210278155,0.00011975930531126461,6.543856993658932,105.41788049879122,0.0,0.8859910879143184,0.9137094559787872,1.0036507570784772,0.031266790968489194,0.06321503501015543,0.06964619756749889,5.0166836761316995e-06,0.017071691946893855,0.9998781262498804,0.06147748100577445,0.7971243817049384,0.3318475576275236,0.9996977118391763,0.00037518332442197254,0.04342555673768596,8.320012428066976e-05,0.0018291261409528494,0.7590115501492443,0.8442215776492606
27.645945304775687,0.3293909912221084,0.0001316044099713355,6.5437310601485335,105.41702892893171,0.0,0.9369420484190631,0.9046612062028925,1.0023464070554264,0.04391638592589679,0.03964766536048823,0.07072458544599275,2.7844101105990967e-06,0.006220966464023782,0.9999277373145022,0.0605250027226745,0.7424482682734604,0.48032208842394514,0.9998467100263247,0.0002687366469164552,0.0428713003415097,0.00010359631004850715,0.0023070483107185172,0.8876555230973703,0.843955987945827
29.501042830538992,0.32940569353569904,0.00014254676458565104,6.543601969523553,105.41597715289053,0.0,0.9650391224732815,0.8957019971745279,1.0006495506777329,0.05726212174161444,0.025590548010671066,0.07180249538895839,1.981270845147551e-06,0.0022923602809871357,0.9999433719166505,0.059537846831395506,0.6897746528124137,0.6010634426319014,0.9999018691630652,9.822531352045369e-05,0.04223509256200052,0.00012599630063932297,0.0028483502638371335,0.9478999183406291,0.8436878222448353
30.285288016608032,0.32941688706667854,0.00015325612270062546,6.54347279250209,105.41482274118955,0.0,0.9805028988930586,0.8868313441925058,0.9983198043656715,0.07076675668104992,0.01743180985528999,0.07287941466249029,1.7562960827760573e-06,0.000857448702444423,0.99994883131754,0.058545398836554255,0.6402014179932419,0.6825783059225593,0.9999172403398509,3.1732591287592226e-05,0.041526463948423506,0.00014988148180945397,0.0034464509945870583,0.971508880648739,0.8434188100095082
30.67275252270008,0.3294237033449001,0.00016399073849368125,6.543344972931166,105.41364184542118,0.0,0.989009277361396,0.8780484713573738,0.994970070212532,0.08422228445237134,0.01275456477906049,0.07395515376284523,1.6517539816405037e-06,0.0003263473601462327,0.9999516006511227,0.057560268242525456,0.5939423698002771,0.7330463142097575,0.9999249497829714,-5.360605986655035e-05,0.04075116424480306,0.00017501759925388216,0.004101430104152528,0.9804814779332481,0.8431494988073993
30.97225130037574,0.329425404144624,0.00017480334792233204,6.5432189757598715,105.41247893360787,0.0,0.9936854546453389,0.8693525402210177,0.990037802578017,0.0975670879228893,0.010078029909694539,0.07502965714484916,1.581464863182667e-06,0.0001294911901681144,0.9999533783090017,0.05658630188638707,0.5508890412256898,0.7637496689713951,0.9999277908261044,7.678814411959619e-06,0.03991396681342738,0.0002012492799577372,0.004815577487695657,0.9841484718596901,0.8428800488635111
