CaM,Myoc,Myom,SLH_jn,SLH_sl,SLL_jn,SLL_sl,SRB,TnCHc,TnCHm,TnCL,Ca_i,Ca_jn,Ca_sl,NaB_jn,NaB_sl,Na_jn,Na_sl,Ca_sr,Csqn,V,d,f,fCaB_jn,fCaB_sl,K_i,xr,xs,Na_i,ikur_r,s,h,j,m,hl,ml,x,y,i,o,ryr_r,fluo_i,fluo_jn,fluo_sl,Cai_mean,fluo_mean
0.0007748809090469703,0.0046516358795801425,0.13483077548855368,0.10828146173771716,0.2023923939189682,0.014827490710158838,0.023710640414473298,0.004802432424198807,0.12958372735318516,0.004877784722474001,0.01983736559542968,0.00023317302679066402,0.0003569661706421833,0.00025855913237481977,3.7349802864310298,0.8150029875470414,9.75678326576835,9.757365310680642,0.5109817493454764,1.144334917136455,-74.38939910361132,1.8492720278874632e-05,0.9985896938731236,0.050080863745303454,0.03738623391330344,120.0,0.004658579436571029,0.007016078878457235,9.757572148394809,0.0003528019952545325,0.9417890764024883,0.349541715932415,0.22838856238544664,0.0157692659631981,0.03585652972401767,0.0087551079468277,0.0012650030642920938,0.9497606106095994,7.154436473278097e-07,2.3766919477503896e-06,0.7686200710456739,-6.226890494864658e-22,0.0,-6.070825779536437e-21,0.00023402972060894913,-7.846887321347918e-22
0.0007746018537288322,0.004651161608957631,0.1348312165251387,0.1086815118678126,0.20237246998635794,0.016894607172571827,0.02380133252710347,0.004801060911175856,0.1295826412533076,0.004878157612618128,0.01983107777856841,0.00023318319790995116,0.0006224330702461112,0.00026319029410967624,3.734995650544081,0.8150033943944777,9.918383721645638,9.782558382845545,0.5110551573959871,1.1444266741596196,14.167299030828056,0.11605185374192756,0.9867571988345821,0.050135283348230156,0.03736624673921215,120.0,0.005116941685334718,0.00786366944114009,9.758164132373023,0.053901974723875375,0.9417411520501033,0.09273190153681725,0.1881980593155603,0.996520561660215,0.03580790914626981,0.9938279065746833,0.03642425860737723,0.9333699259099175,7.282485855223217e-07,2.4204362583003703e-06,0.7687088718763532,-4.947347762598043e-22,0.0,-4.793364525321576e-21,0.0002343911031998503,-6.225512536560948e-22
0.0007746397832166043,0.004650690159487278,0.13483165803959263,0.11647530895598121,0.2026793718051458,0.04615059678993648,0.024904564431949074,0.004800218439953768,0.1295815601764559,0.0048785313928339,0.019825528183209946,0.00023392588753872896,0.0019398377234454444,0.00028813263802913183,3.7350382106117745,0.8150041400739121,9.82729181342715,9.761682943903304,0.5111256138323729,1.1445150863656335,16.450881624178987,0.6433136025972936,0.9653649926115018,0.0516090883660841,0.037369771876433935,120.0,0.011558287285146244,0.008879713494569202,9.758987954589289,0.4370681333814455,0.9414588331889839,0.0003924212547746505,0.039598399003602465,0.9994122916737447,0.03574827903822282,0.999130064961994,0.21126234832264174,0.8957697626678169,1.2920087700192854e-06,4.2404010341905725e-06,0.7664607226450328,-3.9304183729988467e-22,0.0,-3.771950824522727e-21,0.0002369139635333568,-4.935077761850979e-22
0.000775379956097001,0.0046502261943692095,0.13483209994109824,0.1317606837710066,0.20357989321199685,0.08482522445619269,0.02702500868492178,0.004800633878235841,0.12958049272697644,0.004878906028565649,0.019821757216816862,0.00023514036053156614,0.0031276213121558295,0.0003160101321684123,3.7350532369132066,0.8150040810959652,9.783727389380457,9.758944438829852,0.5111751194517901,1.1445775237251372,14.038059196903875,0.8417732758069661,0.9440214010390184,0.055072203289225,0.03741719758978845,120.0,0.017024568701612553,0.009895963711826014,9.759051660083543,0.6353759457183692,0.941180729299667,1.7718183642768038e-06,0.009540685914262178,0.9992359907215977,0.035688748241327825,0.9988791437445932,0.3390501610114387,0.859736051568974,3.4752796065153314e-06,1.106233458305156e-05,0.7609333548137275,-3.1217781303522693e-22,0.0,-2.9493480841866905e-21,0.00023987750880431744,-3.9058509670076036e-22
0.0007769262677033437,0.004649772323812387,0.13483254208535977,0.1489536379800663,0.2051653022615532,0.11835496678218006,0.029776610732676057,0.004802641892596705,0.12957944375731445,0.004879281465951619,0.019820315716190095,0.00023666944832200152,0.004223525962758026,0.00035170459331123526,3.735058197011577,0.8150039222679537,9.76989756396452,9.758504091387668,0.5111706441429074,1.1445727059749744,11.363896984559153,0.9141044073836381,0.9223883135804755,0.06028348064141572,0.03751746936944936,120.0,0.0212193219902524,0.010913532947289604,9.759023521315552,0.731778897649978,0.940910710657919,6.040738310643392e-10,0.002803509507363837,0.9989731818726066,0.03562931660396844,0.9985079390386228,0.4273790394755405,0.825243838698173,8.155437301370045e-06,2.4803690150734003e-05,0.7525339296292366,-2.4787020329329328e-22,0.0,-2.2883421256407054e-21,0.00024330533163537428,-3.0853160614588354e-22
0.000779306629878485,0.0046493305939328535,0.13483298429491983,0.16414217317195515,0.20748020636462172,0.1461269417287371,0.032961182385656526,0.004806458526149395,0.1295784170971811,0.004879657638783894,0.019821613857947975,0.00023846949298633526,0.005269278773615846,0.00039074036439394995,3.7350602301766602,0.8150037438927058,9.76659573647813,9.758384710156838,0.5110705212823308,1.144448474717367,8.907775133000841,0.9373848074904675,0.9004044580580794,0.0670878472040028,0.03767702252184381,120.0,0.024447100004907116,0.01193256625303083,9.758980082518864,0.7761070780238245,0.9406504802872321,4.3269007585557535e-11,0.0009779176401241531,0.9986495690820808,0.03556998397352527,0.9980528267166858,0.4866570609506276,0.792249664318587,1.6279198869159013e-05,4.671812915348582e-05,0.741542186932577,-1.9673226487643771e-22,0.0,-1.759948566181331e-21,0.00024705515859327473,-2.4319978926402648e-22
0.0007825159246390445,0.0046489027681950535,0.134833426365569,0.1755680223150188,0.21053429056892412,0.16946223383831338,0.036460214417560706,0.004812236031936775,0.129577416068897,0.004880034470627577,0.019825987967246366,0.00024050841278895464,0.0062766823492184645,0.00043278970357966506,3.7350617755078592,0.8150035597720348,9.766697058701906,9.75834275763703,0.5108278720222952,1.144146018620474,6.858383734733323,0.9396208692300541,0.8781471902188421,0.07536110643486175,0.037900578906523395,120.0,0.02702110678207719,0.012952754550418949,9.758934497106932,0.7930698205442834,0.9404003531531179,5.847934549680741e-10,0.0003885899505743237,0.9983009625979569,0.03551075019571178,0.997563220682884,0.5251653734761588,0.760699409740809,2.892964052620957e-05,7.753662835133509e-05,0.7281964621978497,-1.560737407969926e-22,0.0,-1.340659581402408e-21,0.000251095602449138,-1.9128063117297172e-22
0.0007865327902730271,0.004648490426156086,0.1348338680703909,0.18318812236545495,0.21431283783026173,0.18951926169731625,0.040203849711607634,0.004820083871458602,0.12957644366787738,0.004880411876130904,0.019833724546442565,0.00024276899570149188,0.007259817054845553,0.0004774850510754485,3.73506357046609,0.815003373747073,9.767688475691795,9.758326033256257,0.5103936206051598,1.1436035346971658,5.220430278074545,0.9320290632847691,0.8557623698233957,0.08499345827167391,0.038191840168266766,120.0,0.02916437764075482,0.013973581555807224,9.758890276021349,0.7952296608207741,0.9401596222611741,9.66368050868532e-10,0.00016958972229391727,0.9979580207700282,0.03545161511230229,0.9970812153746083,0.5490232462494846,0.7305310300101173,4.735116402427262e-05,0.00011754059677783645,0.7127173450562455,-1.2375519671301237e-22,0.0,-1.0108588205479489e-21,0.0002554103335078801,-1.5011513763467443e-22
0.0007913351902279616,0.004648095085825385,0.1348343091620726,0.18785246500698854,0.2187879802468588,0.20731188050767746,0.044166599664880846,0.00483009204915437,0.12957550278727384,0.004880789761739355,0.01984508912144155,0.0002452538818273322,0.008246080872188352,0.0005249731272980272,3.735065765443953,0.815003187150353,9.768738421131724,9.758318894351152,0.5097187170650034,1.1427588507194737,3.924767523538106,0.919786026955664,0.8334036109379921,0.09590344431421861,0.03855425693088356,120.0,0.031018416083758348,0.014994517499434099,9.758848483267032,0.7893094240957991,0.9399271213759405,1.421861128352843e-09,7.920924148917411e-05,0.9976383981391553,0.035392578560997597,0.9966311657411644,0.5626297889548026,0.701679439333195,7.304746882206076e-05,0.00016680565613242727,0.6952833554617338,-9.807390142205354e-23,0.0,-7.5394854434379e-22,0.00026002831054395935,-1.1755767645313779e-22
0.0007969157955938064,0.004647718358533103,0.1348347493730034,0.19058579361506417,0.22393002235421922,0.22376361903305864,0.048368528606124485,0.004842357954537302,0.1295745965034342,0.004881168025637271,0.01986036176946086,0.0002479887978125212,0.009274207815355462,0.0005759270673102987,3.735068326347204,0.8150030005455843,9.769610564518407,9.758316686293846,0.5087548027319155,1.141550050437253,2.8893022951261043,0.9055623542633312,0.8112012275041169,0.10805639229800633,0.03899188441685492,120.0,0.032670597864653386,0.016015110859430522,9.758809434099078,0.7790648750871004,0.9397016453057522,1.874921638387959e-09,3.8876772463255516e-05,0.997347735208334,0.03533364037678298,0.9962209857267742,0.5691042048722245,0.674080636023767,0.00010798279037368952,0.00022552884500554098,0.6760020129534846,-7.767400241855608e-23,0.0,-5.558475079207908e-22,0.00026502568521267415,-9.187392788559238e-23
