,333
v,-87.6316864714949
CaMKt,0.1666944651054034
cass,0.0001830614751391
nai,7.93489260004859
nass,7.935172950151185
ki,143.76514636323088
kss,143.76511726555253
cansr,2.842795867926025
cajsr,1.2630539240408316
cai,0.0001673087089914
m,0.0076227017635558
hf,0.6851290504608197
hs,0.6847348129947505
j,0.6675481764731942
hsp,0.4380888666531923
jp,0.6322197533416668
mL,0.000201978981318
hL,0.2679495353622267
hLp,0.1260046583027959
a,0.0010264999111689
iF,0.9995229573373036
iS,0.1439063552538668
ap,0.0005230359352961
iFp,0.9995231890076012
iSp,0.1668048004871752
d,2.5556521786639835e-09
ff,0.9999999545121484
fs,0.6725441589824086
fcaf,0.9999999896439434
fcas,0.9148027300734174
jca,0.9047547953456292
ffp,0.9992962501971628
fcafp,0.9999168679245636
nca,0.0527613836876457
IC1,0.9610232503653684
IC2,7.641004353229086e-05
C1,2.3539400644282984e-08
C2,0.0003051540948423
O,0.0280917782450516
IO,0.0105036575171117
IObound,1e-09
Obound,1e-09
Cbound,1e-09
D,0.0
xs1,0.5731256937150271
xs2,0.0036978129964158
xk1,0.9968649694914256
Jrelnp,7.746259868205022e-08
Jrelp,9.389681864268136e-08
