,999
v,-87.96756054805323
CaMKt,0.0066003797590624
cass,8.238473934874412e-05
nai,6.858441158273152
nass,6.858517889282802
ki,145.10082778844128
kss,145.10080654982255
cansr,1.3976240568753298
cajsr,1.3272683312924662
cai,8.30684405363473e-05
m,0.0073695292438718
hf,0.6969165983956861
hs,0.6969028600302781
j,0.6968266026191459
hsp,0.4535643652261636
jp,0.6967723335471478
mL,0.0001894937987213
hL,0.4983003681764423
hLp,0.2722437406688319
a,0.0010034169161229
iF,0.9995514997589942
iS,0.5710486897722512
ap,0.0005112685853278
iFp,0.999551505792869
iSp,0.6229858337372148
d,2.3598682898402157e-09
ff,0.9999999907899652
fs,0.9239632571211158
fcaf,0.9999999907899978
fcas,0.9995913577335542
jca,0.9998865157529216
ffp,0.9999999899478772
fcafp,0.999999990714655
nca,0.0024504104329308
IC1,0.9996325284230092
IC2,6.886382143187863e-05
C1,1.8153655103657977e-08
C2,8.332348225188632e-05
O,0.0001578490746726
IO,5.769329578037481e-05
IObound,1e-09
Obound,1e-09
Cbound,1e-09
D,0.0
xs1,0.2155301160924676
xs2,0.0001935933664361
xk1,0.9967686880713598
Jrelnp,1.168482271932239e-07
Jrelp,1.4586480059336186e-07
