,666
v,-87.87415932734173
CaMKt,0.0351064405956238
cass,9.94709155410839e-05
nai,7.864367228057851
nass,7.86448406683297
ki,144.0080990030224
kss,144.00806369511997
cansr,1.81320776976872
cajsr,1.50950036336614
cai,9.834401565458193e-05
m,0.0074390733775242
hf,0.693664747808518
hs,0.6936173047884758
j,0.6933389332576458
hsp,0.4496359773824341
jp,0.6930950119900082
mL,0.0001928855270658
hL,0.4583558960529738
hLp,0.2290901288936182
a,0.0010097638333426
iF,0.9995439932461568
iS,0.4004971086706557
ap,0.0005145041178965
iFp,0.9995440143464792
iSp,0.4486015175989196
d,2.412620528337121e-09
ff,0.9999999905946548
fs,0.8461105757277566
fcaf,0.9999999905509492
fcas,0.9956545562855984
jca,0.9982648346016648
ffp,0.9999999907854356
fcafp,0.9999999905392174
nca,0.0050451042915697
IC1,0.9996169666388957
IC2,6.995850776260466e-05
C1,1.843477790679897e-08
C2,8.469348980011702e-05
O,0.0001673028120442
IO,6.13345327028121e-05
IObound,1e-09
Obound,1e-09
Cbound,1e-09
D,0.0
xs1,0.3761915059402721
xs2,0.000195720627753
xk1,0.9967938271785176
Jrelnp,2.1773774255010042e-07
Jrelp,2.711020222790198e-07
