,500
v,-87.81412628066298
CaMKt,0.0717765789084016
cass,0.0001199547715334
nai,7.956764405053691
nass,7.956918213291698
ki,143.85031269842153
kss,143.85027740661664
cansr,2.189987891181412
cajsr,1.5398772865930273
cai,0.0001158172896343
m,0.0074841198323196
hf,0.6915637987202522
hs,0.6914520217310155
j,0.6906734322560953
hsp,0.4469493082528767
jp,0.6886920176512552
mL,0.0001950977288907
hL,0.3997647477454837
hLp,0.1915856812559503
a,0.0010138762430053
iF,0.9995389488065364
iS,0.2819569664763053
ap,0.0005166005535825
iFp,0.9995390009648843
iSp,0.3209317062144197
d,2.4472304918274942e-09
ff,0.999999983914184
fs,0.7845517126437005
fcaf,0.9999999903233048
fcas,0.980571462017516
jca,0.9868108926895328
ffp,1.0000000593052305
fcafp,1.0000000020076236
nca,0.0103633665186656
IC1,0.998921832173422
IC2,7.073285230093691e-05
C1,1.869641876529824e-08
C2,8.946211199284317e-05
O,0.0006698249634797
IO,0.0002484028084279
IObound,1e-09
Obound,1e-09
Cbound,1e-09
D,0.0
xs1,0.4571092896939712
xs2,0.0002084855287355
xk1,0.9968108329125162
Jrelnp,2.3123333832584026e-07
Jrelp,2.8678028358622266e-07
