,666
CaM,0.0007748707623962
Myoc,0.0046515344811571
Myom,0.1348308771933286
SLH_jn,0.1082817515437007
SLH_sl,0.2023905848821307
SLL_jn,0.0148276022141614
SLL_sl,0.0237103387121159
SRB,0.0048023803489653
TnCHc,0.1295834770493188
TnCHm,0.0048778994562846
TnCL,0.0198371064781603
Ca_i,0.0002331703560194
Ca_jn,0.0003569691698535
Ca_sl,0.0002585560645297
NaB_jn,3.73498232738777
NaB_sl,0.8150034331968421
Na_jn,9.756792736616536
Na_sl,9.757374724113214
Ca_sr,0.510998348380931
Csqn,1.1443554516207757
V,-74.38928682260256
d,1.8494375693164014e-05
f,0.9985894924366676
fCaB_jn,0.0500802996019903
fCaB_sl,0.0373850950494164
K_i,120.0
xr,0.0046435314106815
xs,0.007016164545369
Na_i,9.7575815621583
ikur_r,0.0003528101438333
s,0.941789509168694
h,0.3495337956123933
j,0.2283805713940708
m,0.0157535655735599
hl,0.0358560397203488
ml,0.0087564499257286
x,0.0012650292382432
y,0.949758720301732
i,7.154541894261965e-07
o,2.376849143632684e-06
ryr_r,0.7686312632796524
fluo_i,1.2945012876144174e-22
fluo_jn,0.0
fluo_sl,-6.3517765215879555e-22
Cai_mean,0.000234027042552
fluo_mean,1.0653971007169048e-22
