,999
CaSR1,2.0192206873161487
CaSR2,2.015482216408678
CaSR3,2.008083197847593
CaSR4,1.9962526714023945
Cai1,0.0003772841031301
Cai2,0.0003791545923739
Cai3,0.0003825579889148
Cai4,0.0003872601082103
Cass,0.0003815854537322
d,1.1636294106730542e-05
f1,0.998756150777546
f2,0.9987523704671404
fca,0.8727831344261078
y,0.0519825212609993
pa,4.625554871859715e-05
n,0.0062173601474448
ikur_r,0.0003316929582406
ikur_s,0.9687327273489362
h1,0.8937704127142854
h2,0.8917208705006188
m,0.0029608889876265
it_r,0.0010071230005106
it_s,0.952148790160166
V,-74.89646197163363
Ki,133.5411603979373
ryr_a1,0.4024875188346508
ryr_a2,0.4089491793737447
ryr_a3,0.42163184793761
ryr_ass,0.4422777226145537
c1,0.986049317020272
c2,0.9903463942452876
c3,0.9950807397907504
css,0.9996560707015768
o1,0.0002863158852618
o2,0.000246431887619
o3,0.0001820263546525
oss,8.724504216279156e-05
serca_a1,0.0227454920750229
serca_a2,0.0227226802709433
serca_a3,0.0226752020322581
serca_ass,0.0225657739332867
Nai,11.116058673242176
Nass,11.126321801746885
fluo_1,0.003372879902517
fluo_2,0.0033841398537382
fluo_3,0.0034045775810544
fluo_4,0.0034327724751021
fluo_ss,0.0033997944380341
CaSR,2.0049907515998067
Cai,0.0003836347807423
fluo,0.0034110304175201
