,999
CaSR1,1.365273748628942
CaSR2,1.3618377010612854
CaSR3,1.3539872532198272
CaSR4,1.3391330668887718
Cai1,0.0002645450860158
Cai2,0.0002678345167004
Cai3,0.0002742541239353
Cai4,0.0002849657383339
Cass,0.0002841366980194
d,1.2610393147693926e-05
f1,0.9986724768145024
f2,0.998668509917528
fca,0.9252381728291236
y,0.0494671706527776
pa,4.996701591662112e-05
n,0.0061301374972242
ikur_r,0.0003501374863835
ikur_s,0.9791788362454864
h1,0.885181552355051
h2,0.88314958587621
m,0.0031334675915179
it_r,0.0010506950257037
it_s,0.9502735419368072
V,-74.42993635035644
Ki,135.097594126652
ryr_a1,0.2554339950141095
ryr_a2,0.2617230031194244
ryr_a3,0.2758059254096725
ryr_ass,0.312219250938989
c1,0.7177096021479857
c2,0.7628866407659262
c3,0.8591792814449802
css,0.9914674904493812
o1,0.0008942101884178
o2,0.0008117323844843
o3,0.0006319996194564
oss,0.0002575837213156
serca_a1,0.0151047311950236
serca_a2,0.0150924553760393
serca_a3,0.0150513385333895
serca_ass,0.0149545770751027
Nai,9.569455110488022
Nass,9.648325048486145
fluo_1,0.0026299203028366
fluo_2,0.0026541422486418
fluo_3,0.0027009526592656
fluo_4,0.0027777290412294
fluo_ss,0.0027720495349439
CaSR,1.3496659116333334
Cai,0.000277172884198
fluo,0.0027216365632154
