,500
CaSR1,4.186574873189391
CaSR2,4.1849641673940585
CaSR3,4.1833654352758245
CaSR4,4.185780534367586
Cai1,0.0007897698539669
Cai2,0.0007830848848223
Cai3,0.0007677601029706
Cai4,0.0007371362194625
Cass,0.0007135976298666
d,1.1868566432575076e-05
f1,0.9987215508277396
f2,0.9975982040751188
fca,0.6623158912619331
y,0.0285595381049322
pa,4.833436278867192e-05
n,0.011976228261577
ikur_r,0.0003366575505666
ikur_s,0.9492824421275784
h1,0.8906166756995741
h2,0.8455421410245163
m,0.0030008017633078
it_r,0.0010175027411173
it_s,0.9515727433707571
V,-74.78624850119309
Ki,131.74074276894763
ryr_a1,0.5041208559333202
ryr_a2,0.5041143710265171
ryr_a3,0.5040877505429661
ryr_ass,0.5038030265766228
c1,1.7339024229295489e-12
c2,2.9229399935459977e-12
c3,1.1106132047606783e-11
css,4.279221658875806e-09
o1,0.9040136558827516
o2,0.8842886679519969
o3,0.8247009080947147
oss,0.4247837406424545
serca_a1,0.0340147642111492
serca_a2,0.0340031647053757
serca_a3,0.0339804442822582
serca_ass,0.0339173188298657
Nai,13.465624280464263
Nass,13.597894704562194
fluo_1,0.0051583130903495
fluo_2,0.0051372807652072
fluo_3,0.005088284706747
fluo_4,0.004987187371091
fluo_ss,0.0049062948257176
CaSR,4.184922393270236
Cai,0.0007583354267606
fluo,0.0050566912167489
