,999
V,-73.35718356011543
Na_c,130.01862137259212
Na_i,8.207616202854103
m,0.0035692958839262
h1,0.8626856503268392
h2,0.8586033908152652
Ca_d,7.216919662114415e-05
d_L,1.517490338062054e-05
f_L1,0.9984563702573026
f_L2,0.9984402262187076
K_c,5.727924240343729
K_i,129.80577876534628
r,0.001158260585338
s,0.9456428325836098
a_ur,0.0003968031057916
i_ur,0.9664521104507748
n,0.0046552887618965
pa,5.98741190326944e-05
Ca_c,1.814817596978641
Ca_i,6.159456955335956e-05
O_C,0.0252282589228768
O_TC,0.0121696519817521
O_TMgC,0.1817800213282091
O_TMgMg,0.722041422683036
O,1.3807163772004247
Ca_rel,0.6071833090644302
Ca_up,0.6189030562120024
O_Calse,0.4215052106914567
F1,0.4715474946098547
F2,0.0023175273473918
fluo_d,0.0008875323859537
fluo_i,0.0007670236608604
Cai_mean,6.180191518213964e-05
fluo_mean,0.0007693865770387
