,250
V,-65.32442510400939
Na_c,129.6000399991595
Na_i,10.211521484108737
m,0.0094387050054671
h1,0.5681541577379006
h2,0.3582169614481607
Ca_d,0.0003095205645208
d_L,6.021884051206145e-05
f_L1,0.9945823023429442
f_L2,0.858922148256924
K_c,7.22170728393041
K_i,127.57043082826048
r,0.0023965272551142
s,0.892106096773726
a_ur,0.000998930687248
i_ur,0.9126957002244842
n,0.0188580555483695
pa,0.0027893247089649
Ca_c,1.8033725373174831
Ca_i,0.0001942143566534
O_C,0.0751740376575833
O_TC,0.0372153532431373
O_TMgC,0.4270944395585319
O_TMgMg,0.505532732249722
O,1.4242179002521616
Ca_rel,0.9771477157568972
Ca_up,1.2241514290472788
O_Calse,0.5398680036706927
F1,0.092312179646012
F2,0.0092639171102482
fluo_d,0.0029758966996454
fluo_i,0.0020614365976831
Cai_mean,0.00019647526269
fluo_mean,0.0020793671879177
