,666
V,-72.88094521458218
Na_c,130.00997609564277
Na_i,8.867124224171503
m,0.0037816682764991
h1,0.8508300801164821
h2,0.8256161725030626
Ca_d,9.337268539609724e-05
d_L,1.648015346516973e-05
f_L1,0.9983469376669544
f_L2,0.9978547516632552
K_c,5.932514724953116
K_i,129.1025409803499
r,0.0012095968995092
s,0.9433791592416436
a_ur,0.0004198379945679
i_ur,0.9557039986941868
n,0.0076145346250815
pa,6.530405945464934e-05
Ca_c,1.8159305209541867
Ca_i,7.621300327867201e-05
O_C,0.0310347567816653
O_TC,0.0150174744508713
O_TMgC,0.2218506327544041
O_TMgMg,0.6866722754844395
O,1.387616793256301
Ca_rel,0.6894830170097968
Ca_up,0.7215777209004003
O_Calse,0.4527420434009346
F1,0.3292094998566028
F2,0.0031833395417889
fluo_d,0.0011217364441844
fluo_i,0.0009324507029418
Cai_mean,7.654946763391564e-05
fluo_mean,0.0009361621880642
