,500
V,-71.90119757131862
Na_c,129.98134211640345
Na_i,9.435439526489288
m,0.0042589516370665
h1,0.8251993066168781
h2,0.7606452496931791
Ca_d,0.0001252038676355
d_L,1.9514259593835763e-05
f_L1,0.9981017688794884
f_L2,0.9943791924820063
K_c,6.144499354285856
K_i,128.4894660097846
r,0.0013221480006803
s,0.9385970693974828
a_ur,0.0004706111759359
i_ur,0.9467597820885768
n,0.010218321607025
pa,7.905292533685686e-05
Ca_c,1.8166949591525656
Ca_i,9.648319459754753e-05
O_C,0.0389628247608682
O_TC,0.0189332871799539
O_TMgC,0.2702759231323938
O_TMgMg,0.6439299351393666
O,1.396034867814891
Ca_rel,0.7619094405305876
Ca_up,0.8319525551059682
O_Calse,0.4775768578490139
F1,0.2408936376769807
F2,0.0046825183992156
fluo_d,0.0014522569460948
fluo_i,0.0011516017123051
Cai_mean,9.70463450492723e-05
fluo_mean,0.0011574969129677
