CaSR1,CaSR2,CaSR3,CaSR4,Cai1,Cai2,Cai3,Cai4,Cass,d,f1,f2,fca,y,pa,n,ikur_r,ikur_s,h1,h2,m,it_r,it_s,V,Ki,ryr_a1,ryr_a2,ryr_a3,ryr_ass,c1,c2,c3,css,o1,o2,o3,oss,serca_a1,serca_a2,serca_a3,serca_ass,Nai,Nass,fluo_1,fluo_2,fluo_3,fluo_4,fluo_ss,CaSR,Cai,fluo
2.019244878725224,2.015512369820554,2.0081270867693495,1.9963232015487125,0.00037725355971513554,0.00037911475124127926,0.0003824988530527186,0.0003871663067299862,0.00038148312748696506,1.163608915590326e-05,0.9987561807546046,0.998752425439083,0.8728430429161388,0.052030142216213666,4.625426488095908e-05,0.006209344403193176,0.00033168856596547567,0.9687410758859057,0.8937733206897833,0.8917364589300347,0.0029608512129650727,0.0010071130347727747,0.9521493128534722,-74.8965563947745,133.5412376566798,0.40248049501577615,0.40893716080940834,0.42160973346814634,0.4422327935160632,0.9860857830317453,0.9903786268773674,0.9951054097938385,0.9996598748663272,0.00028608436871486575,0.00024619438262724573,0.00018179082218468097,8.706878283304112e-05,0.022745559330446335,0.02272274857178868,0.022675288817837497,0.022565861383146306,11.115894990104968,11.125767512842167,0.003372698494455946,0.00338390385443735,0.0034042293180967863,0.003432223981551845,0.0033991882903416626,2.0050424895546635,0.00038356567869071343,0.003410624795640834
2.0192633319495776,2.0155366294792274,2.008164701760477,1.9963866741198313,0.0003772229681653614,0.00037907521436069807,0.0003824410076380409,0.0003870925168822355,0.00038226808164329126,0.002730218141738359,0.9979249131395106,0.9984870499583517,0.8728177631407137,0.051962275716937276,0.00020058897744803549,0.006212199922959477,0.0030385752622279103,0.9687384753287863,0.7774802623909661,0.8698756065507434,0.5826113936184923,0.008723255719183838,0.9381911081516215,-17.6298890211485,133.54443505691412,0.4024734633065296,0.4089255087391809,0.4215886946417917,0.44219045724242034,0.9861219609443166,0.9904106591076914,0.9951303828302024,0.9996611225747486,0.0002858531318752735,0.0002459570565312265,0.0001815561124009213,8.708176154944596e-05,0.02274557567850899,0.02272276646079772,0.022675325499244454,0.0225659349107339,11.115895140452583,11.19566416646832,0.003372517120329243,0.003383670004208548,0.0034038878171887403,0.0034316984201466197,0.0033990751058869126,2.0050877155017788,0.0003835111676928507,0.003410234667582595
2.0192817371752807,2.015560828665872,2.008202221882543,1.9964492377733893,0.00037719241133173516,0.00037903578328706206,0.00038238798693395734,0.0003874110544781893,0.00040042627776819517,0.35754108081432134,0.9133475527703637,0.9832846509264845,0.8708600014878932,0.04447801041506526,0.025227397037736975,0.006863792113100554,0.6067644651094235,0.9684553483181241,0.028631497800421638,0.6241768914211978,0.9997460362004055,0.27642352558448835,0.8749414500928732,41.591306892205715,133.54427489595815,0.40246640827286295,0.40891382953672906,0.4215676225059769,0.4421552719171775,0.9861580112407987,0.9904425406985914,0.9951551802059594,0.9996297902858877,0.0002856224408913676,0.0002457204239960557,0.0001813227305337997,9.229781248065727e-05,0.022745591715342513,0.022722784048824923,0.02267536194473305,0.022566787718360206,11.11590077601848,11.757793006344786,0.003372335809101886,0.0033834363117988355,0.0034035487686938522,0.0034313750493375917,0.003410001194856518,2.0051324998124587,0.0003837351897865464,0.003410000872817998
2.0193000943267845,2.015584967119365,2.008239610466243,1.9965045143772484,0.00037716188169000794,0.0003789967949377542,0.0003823540626002814,0.00038838831831173107,0.00042285951035220384,0.6100432536236509,0.842214456565302,0.9677026789370803,0.8643362983404886,0.03144028369425193,0.055944596411982524,0.007956874020496994,0.9143409118382593,0.9681397164016827,0.0010220923378979271,0.4472422866040455,0.9998633289972919,0.5654140586181295,0.8152445470662991,45.82210526111531,133.54353476403554,0.40245932995981737,0.4089021234629156,0.4215465291068933,0.4421393683779388,0.9861939341054307,0.9904742706756706,0.9951797654437512,0.9991277483300441,0.00028539230120945005,0.0002454845750962808,0.00018109447768870332,0.00012056595899748661,0.022745607441907862,0.02272280135629732,0.022675399375635372,0.022569988815394508,11.115908237831457,11.783189230643952,0.003372154581763786,0.0033832030871695515,0.0034032291509449373,0.0034320969205486685,0.003449280877493022,2.0051740405410516,0.00038427784152335586,0.003410401379274635
2.019318403321654,2.0156090435370912,2.00827671573425,1.9965388023101351,0.0003771313906907783,0.0003789584755042991,0.00038233562769855126,0.00038951544997397144,0.0004404172613910045,0.7633412541367534,0.7776724602181296,0.9523674961702557,0.8556581959260697,0.0214302317540641,0.08571233376904049,0.009092219972758353,0.9807745549231472,0.9678238913523878,3.6888187154555454e-05,0.3204631034964914,0.9998631135741786,0.7413008194683937,0.7596176788827663,45.90139150849867,133.54251090353355,0.4024522284177607,0.4088903911157381,0.4215254322307542,0.44213794372589155,0.9862297296667577,0.9905058454886699,0.9952040847119735,0.995803022965305,0.0002851627204242768,0.00024524973750089646,0.00018087674486027552,0.00018514556877791285,0.02274562285963606,0.022722818436510903,0.022675439561238492,0.02257531474838196,11.115915809068508,11.783762960099933,0.003371973462024382,0.0033829710350079777,0.0034029495593321138,0.0034341168261327122,0.003505900165447958,2.005206295548445,0.00038486073158134883,0.003411485168688978
2.019336664042975,2.0156330537774116,2.0083132067092975,1.9965338767929377,0.0003771009454397812,0.0003789207942099319,0.00038232732683951185,0.0003906718834365681,0.00045461783649004264,0.8563507485523137,0.7176850825243406,0.9372753911650422,0.8466016856853206,0.014837776939103278,0.11453557093218354,0.010208973034345698,0.9939682871578458,0.9675082808665202,1.619748960334416e-06,0.2296218574152577,0.9998409562168378,0.8417324523650397,0.7077912549326214,44.64684040642813,133.54139439963112,0.4024451037068039,0.4088786331599753,0.4215043437950755,0.4421463317364682,0.9862653979410223,0.9905372611551775,0.9952281034301897,0.9831452252133459,0.0002849337104098739,0.0002450161540122645,0.00018067276955493992,0.0002966315889410348,0.022745637970866636,0.022722835347957653,0.02267548360074511,0.02258233645500772,11.115923337870532,11.776640920521167,0.003371792481479266,0.0033827407820538054,0.0034027174382412735,0.003437219128873305,0.0035696856402341035,2.005221187279516,0.00038543906730701614,0.00341309859063426
2.0193548762817257,2.0156569885062727,2.008348539464987,1.9964693297873706,0.00037707055061208676,0.0003788837438714511,0.0003823279521367025,0.00039186146278284673,0.0004667149828957678,0.9127676350366041,0.6614902575354827,0.9224225997033273,0.8379181189514673,0.010622253368157097,0.14243312889414117,0.011283245017410317,0.9962321600451226,0.9671930559724498,9.753930426928698e-08,0.16453127107281132,0.9998016382367498,0.8978446285762498,0.6595092391996109,42.82392976695856,133.54027338485895,0.4024379558923917,0.40886685023096364,0.42148327275447656,0.4421618544181543,0.9863009388874147,0.9905685140098245,0.9952517966899428,0.9539801654272626,0.000284705284931787,0.0002447840414713614,0.00018048468605819183,0.0004661163153096755,0.022745652778392585,0.02272285214410796,0.022675532202023875,0.022590758671741446,11.115930759709196,11.76521175947319,0.0033716116717635567,0.0033825127696537403,0.0034025344295358926,0.0034411876090313016,0.0036350009549041733,2.005209615477317,0.00038602182389200037,0.0034151136967815734
2.0193730396438565,2.015680830669132,2.008381951234468,1.9963247179758767,0.00037704021203213565,0.0003788473687589426,0.00038233768651658247,0.0003930959505224894,0.0004773933294964283,0.9469763282260437,0.6087062076025903,0.9078054162797079,0.8298558791600951,0.007898002103442003,0.16941989582544245,0.012300876086948982,0.9960776519695678,0.9668783577402147,3.3622881111088865e-09,0.11789184276099782,0.999743504426461,0.9284992545339639,0.6145323247596275,40.707940769044804,133.53918835199042,0.402430785045041,0.4088550429847361,0.4214622277321316,0.442182880534626,0.9863363524124181,0.9905996003115524,0.9952751407675742,0.9100210647180855,0.00028447745941797,0.00024455361342628953,0.0001803144189043631,0.00070638642217288,0.02274566728540513,0.0227228688774363,0.022675585922715416,0.022600376047915788,11.115938034576828,11.750869167756344,0.0033714310642883505,0.0033822873674970765,0.0034024013750797544,0.0034458711457036914,0.003698895863008107,2.0051623946034205,0.0003866183750748004,0.0034174470371238926
2.019391153422913,2.015704553080044,2.0084124697676082,1.9960798682153247,0.00037700993683767594,0.00037881173229114927,0.0003823568778304081,0.0003943805433558224,0.00048703285237832833,0.9677016231097588,0.5590965136374573,0.893420220965674,0.822451102799826,0.006095578814810591,0.19550142348095903,0.013252130811527697,0.9951672798599948,0.9665643432730673,1.9163442526883917e-09,0.08447322314173435,0.9996608749053831,0.9443717174014465,0.5726377075195982,38.41162626457994,133.53815735121435,0.4024235912417158,0.40884321213212343,0.4214412176390593,0.44220832143938665,0.9863716383545664,0.9906305159837586,0.9952981110744573,0.8591191467750494,0.00028425025153217237,0.0002443250946348378,0.00018016389226894303,0.001032253284839418,0.022745681495580414,0.022722885601379073,0.022675645202100532,0.02261103269136118,11.115945134373895,11.734421421190088,0.0033712506921958507,0.003382064936879755,0.0034023193482125634,0.00345116477257564,0.003759882282476706,2.0050703899380222,0.00038723342835161016,0.003420044257611698
2.0194092164414053,2.015728116173752,2.0084389176079576,1.995714111266992,0.00037697973298411286,0.000378776901280903,0.00038238579636806606,0.0003957156932162409,0.0004958540144565848,0.9802302956375857,0.5124926552435932,0.8792634995368624,0.8156605617146342,0.004870835032759162,0.2206677917142533,0.01413064200207925,0.9937709531795906,0.9662512079289945,-1.758719070043766e-08,0.060527734131520045,0.9995448372374086,0.9513539930705789,0.5336183608272487,35.98973449607894,133.53718752619739,0.4024163745668708,0.4088313584483835,0.4214202516768194,0.44223739571537163,0.9864067964734538,0.9906612565475076,0.995320682062757,0.8070617963624481,0.00028402368155568125,0.00024409872445275166,0.0001800350340841091,0.0014604709334570406,0.022745695413110247,0.022722902369467203,0.02267571033079336,0.02262259987754987,11.115952038643346,11.716438729855088,0.003371070591396298,0.003381845845673588,0.003402289598996215,0.003456990945724456,0.0038172746985915386,2.004924183241962,0.0003878686275846164,0.003422867900463381
