,333
CaSR1,1.500013708476933
CaSR2,1.45476829728739
CaSR3,1.31457014580363
CaSR4,0.999674037221462
Cai1,0.0005640910183684
Cai2,0.0005889030956414
Cai3,0.0006590774496346
Cai4,0.0008211923805328
Cass,0.0008575355121774
d,1.1737858435881035e-05
f1,0.9980454305437324
f2,0.970973021715273
fca,0.5718039103938252
y,0.0142334213907365
pa,0.0003123204625538
n,0.0169027100057761
ikur_r,0.0003450267453365
ikur_s,0.9418970209013646
h1,0.8584858327138853
h2,0.6024917084593835
m,0.0029468770397131
it_r,0.0010084543041996
it_s,0.9488565504757542
V,-74.93644925637854
Ki,130.11273965656073
ryr_a1,0.4537569222041132
ryr_a2,0.4637572572223002
ryr_a3,0.4779922811136318
ryr_ass,0.4945435403390008
c1,0.0329288019170854
c2,0.028536994745807
c3,0.0240248464758227
css,2.8504841073873604e-10
o1,0.3013763926816996
o2,0.3353823133820193
o3,0.5976874295148263
oss,0.9949019546786276
serca_a1,0.0216575380849957
serca_a2,0.0216651413861666
serca_a3,0.0217723835919278
serca_ass,0.0232629851702713
Nai,14.523394168305977
Nass,14.988668201622245
fluo_1,-0.0
fluo_2,0.0
fluo_3,0.0
fluo_4,0.0
fluo_ss,-0.0
