,500
V,-83.52105311565144
Na_i,11.183179613639114
m,0.0026611866047175
h,0.7723707193908644
j,0.7700865304522129
K_i,139.4068379155626
r,0.0016831854258653
s,0.9960395487081316
s_slow,0.613957243139463
r_ss,0.0022532480415578
s_ss,0.3432602982790955
y,0.0042980058944675
Ca_i,0.0001034879923151
Ca_SR,2.129793338513411
z_1,0.9883632483010608
z_2,0.0084462551738361
z_3,0.0031634972328555
TRPN,0.0633005099521595
