name,value
CL,1000.0
gna ,1.0
knaca ,1.0
inakmax,1.0
ipcamax,1.0
gcab,1.0
gnab,1.0
gks,1.0
gkto,1.0
gkr,1.0
gclca,1.0
CaLF,1.0
CaTF,1.0
v1,1.0
v2,1.0
v3,1.0
gcakF,1.0
istim,80
