V,Na_c,Na_i,m,h1,h2,Ca_d,d_L,f_L1,f_L2,K_c,K_i,r,s,a_ur,i_ur,n,pa,Ca_c,Ca_i,O_C,O_TC,O_TMgC,O_TMgMg,O,Ca_rel,Ca_up,O_Calse,F1,F2
-71.95545364586941,129.9848782023267,9.379321799452553,0.004231015484503668,0.8266414887131981,0.7635469498135753,0.00010586396938058527,1.9333536358327967e-05,0.9981159325848599,0.9946140801344876,6.143790809856635,128.55183297494796,0.0013156721734604517,0.9388623326100506,0.0004677020366720988,0.9474643381859821,0.010068328981199626,7.830358282503182e-05,1.8159342323037864,9.42889022462451e-05,0.038112080065606284,0.018511643075961134,0.2659057222479136,0.6477865862673592,1.3952636206086826,0.7562721589009065,0.8215866464533386,0.47572157915084534,0.24628969154948138,0.0044821026654438285
18.537778190415573,129.96570877050846,9.381929007607015,0.984855215368005,0.38967163685851663,0.7003760183475063,0.00025178532159107357,0.05520838973222241,0.9798602091656379,0.9917798314454908,6.143553098855365,128.55713939599366,0.02803755977905728,0.9146908299276195,0.04321315156046628,0.9474288822074491,0.010107106316584992,0.002038408655221484,1.8157272668150877,9.877575935628139e-05,0.03836470687139069,0.018615127475934606,0.26580498791783325,0.6478835421506067,1.3952671500741276,0.7563586981892851,0.8217288011698882,0.4757512231746312,0.24672745079181416,0.0044971353208759475
40.72173968832978,129.95135362307906,9.383881739008078,0.9997434593439356,0.013900870543656078,0.5018413646826442,0.00387224734438222,0.4246359037533952,0.8866321640494818,0.9760656337273361,6.146482352126452,128.556743641286,0.3579373536020761,0.852335141068787,0.7288430943739785,0.9471231862912015,0.010969130828064855,0.03277978264581011,1.8142679542952331,0.00010487705519689846,0.03947940899562507,0.019085703710223192,0.2658127172440642,0.647894299748387,1.3953561944606585,0.7560558950764736,0.822177651133677,0.47576336645856593,0.2456178723229867,0.006045155533049421
35.76830002963379,129.9507371123444,9.383966050844103,0.9995380477681274,0.000495415608890008,0.35958464237715887,0.008804374684122481,0.6503287216378665,0.8022668609185696,0.9605988870747397,6.153715140526934,128.5557497833101,0.5834200165352856,0.7942096837238416,0.9264737613157071,0.9468159583260014,0.011893830355884665,0.06310535116241865,1.8125273521814944,0.00012696838723617407,0.04189344285117835,0.020119910551103307,0.26600571706925524,0.6477693007645654,1.3955784425034594,0.7493214902333082,0.8231091891124133,0.4752524978491786,0.23578800243252096,0.0161154414567095
28.823692185992577,129.95034964632148,9.384019216468838,0.9989250877737252,1.766551848500541e-05,0.2576531600330055,0.014301129197363528,0.7866015714913884,0.725943260256674,0.9453794469170578,6.162059679345864,128.55460461900353,0.6987261835355733,0.7401057954809417,0.967803819322146,0.9465117065562689,0.01262863074814669,0.09186245683465867,1.8107607546950708,0.00020509024162776218,0.050798121803746744,0.023913532122248882,0.2670043049358749,0.6470642269953286,1.3964424168406764,0.7206178071161948,0.8259216833485127,0.4718677402733496,0.2175455544844663,0.033997043637910014
22.252454917444254,129.9498045190909,9.384093828442877,0.997608895062135,6.950960346424566e-07,0.18461588530119497,0.020055566640339202,0.8679440061463606,0.6569184324242935,0.9304070980026056,6.170206715175895,128.5534862021478,0.7530798349929952,0.6897955739833783,0.971075403721951,0.9462133132193339,0.01318597452444162,0.11777077024429282,1.809050518320286,0.00035222459770112687,0.07324792724538065,0.03369483325912781,0.2699175723818446,0.6448482225522026,1.398701284967855,0.662109913410181,0.8323028400417801,0.46205256049805027,0.19403068834502513,0.05576973500990679
16.498704322798908,129.94913448653853,9.384185433364673,0.9951867018817306,2.305968665898715e-07,0.13228312634754566,0.02575438064672026,0.9148364551340287,0.5945410922206983,0.9156850920223607,6.17771854608924,128.552454066426,0.7729557759676059,0.6430767495161709,0.9601532739177743,0.9459244128023381,0.013618925301696458,0.13917974581247808,1.8074553414321766,0.0005388845148955265,0.11063865804638567,0.050723081638383835,0.275639663264654,0.6402613076730359,1.4026616622654906,0.5853197610272154,0.8423654034652679,0.4442023978984088,0.16752728134574305,0.07767828114963106
11.571089648217972,129.9484016226277,9.384285590071899,0.9912528619704782,5.471035965884048e-07,0.09478545683054537,0.031138244414087374,0.9388113363870177,0.538250808730658,0.9012215107501313,6.184471482952514,128.55152504324195,0.7709139535555791,0.5997678989654495,0.9402092635975687,0.94564889831658,0.01396822811490677,0.1555238645706545,1.8060032646675377,0.0007216962590393853,0.15661274955217147,0.07305508017812017,0.284329911980542,0.6330409183496912,1.4079074960609723,0.5091693819425883,0.8550038758367834,0.4200110934249028,0.14057428785916815,0.09598950160678929
7.379747312851494,129.94765986086801,9.384386963933071,0.9854952941369547,1.243857581660789e-06,0.06791788422034527,0.03602020268509655,0.9456589164161722,0.4875761461894081,0.887030832972243,6.190457820780353,128.5507001909253,0.7535621761320255,0.559701218059315,0.9129685439071586,0.9453901527493322,0.01425830264951971,0.16761615848145273,1.804700304098103,0.0008741821816674971,0.2023083075822827,0.09712945268625224,0.295518824048076,0.6235223450407825,1.4136799719037831,0.44460173312199236,0.8690849245380223,0.3928471467789886,0.11545708010588468,0.10845865175929843
3.824799728562158,129.9469403267401,9.384485321800788,0.977785504269074,2.5025558192582984e-06,0.04866800319217361,0.040275039166107474,0.9378932732183509,0.442133595113339,0.8731375948084401,6.19571663991803,128.54997420474282,0.7252275857831498,0.5227150526631954,0.8798051321302957,0.9451503852202616,0.01450360166562209,0.17667758962849964,1.8035437270703618,0.0009880775438012234,0.24154438691029037,0.11980388648500549,0.308488586066369,0.6123169197524354,1.4193347121003703,0.39357887787495266,0.8838492206957134,0.36568906436135706,0.09346539912434927,0.11478097048298015
