V
-80.7129929777647
20.79201753608854
32.695729980531056
18.374993131395858
3.0991519094860105
-8.97137231467809
-17.301964886778
-22.724493193294876
-26.341765900802994
-28.960410053574442
-31.041107978106858
-32.82028923462896
-34.40942163956799
-35.86721383218947
-37.22452287240459
-38.50047416629363
-39.70921550580831
-40.862267558451144
-41.971226184414554
-43.04418171810006
-44.0857016398957
-45.10105429148065
-46.095483910477604
-47.07391097273629
-48.040860821518926
-49.00043514156698
-49.956294793548224
-50.911741155079206
-51.869735853948114
-52.83291299105433
-53.80358833922901
-54.78375385659954
-55.77505731110828
-56.77877319533343
-57.79575739023395
-58.82639016775508
-59.8705093982695
-60.927334831520746
-61.99538790695105
-63.07241336427428
-64.15531805629837
-65.24010296432141
-66.32186778673453
-67.39485972980886
-68.45258614782259
-69.48798449194655
-70.49371693198546
-71.46245468132224
-72.38725009859479
-73.26191197429026
-74.0813339078616
-74.84173242972696
-75.54078960635408
-76.17767626290733
-76.75299348145828
-77.26853945052167
-77.72714014368916
-78.13232906195705
-78.48810929328594
-78.79876097779956
-79.06867464289853
-79.3022031335688
-79.50352349509623
-79.67651800557489
-79.82474033821764
-79.95141345652769
-80.05943230320374
-80.15139254929957
-80.22976611759265
-80.29627385240539
-80.35243277724565
-80.39982909529604
-80.43992060043657
-80.4738428134947
-80.50252305415927
-80.52674792806482
-80.54719320177398
-80.56443864797461
-80.5789790605556
-80.59123481299689
-80.60156214125337
-80.61026254728343
-80.61759109624792
-80.62376342398163
-80.62896484151827
-80.63334612848459
-80.63703819455006
-80.64015594502824
-80.64279627565037
-80.64502531551149
-80.64690603018207
-80.64849399809636
-80.6498362941611
-80.6509671299129
-80.65192227051642
-80.6527395217912
-80.65344350601383
-80.65405287418561
-80.65458337455867
-80.65504866379935
-80.6554604530242
-80.65582864180527
-80.65616153696614
-80.65646609665507
-80.6567481513384
-80.65701258782182
-80.65726349984413
-80.6575043080873
-80.65773786674617
-80.65796657619404
-80.65819242724582
-80.65841707081016
-80.65864187321301
-80.65886796219674
-80.65909626500877
-80.65932754018182
-80.65956240404658
-80.65980136611931
-80.66004482764106
-80.66029308055437
-80.66054635457442
-80.66080483490587
-80.66106866002887
-80.66133792239665
-80.66161267582766
-80.66189294412854
-80.6621787272036
-80.66247000481864
-80.66276673946611
-80.66306887899945
-80.6633763593006
-80.6636891064443
-80.66400703845456
-80.66433006674265
-80.66465809732732
-80.66499103188453
-80.66532876864323
-80.66567120314218
-80.66601822886709
-80.66636973778965
-80.66672562082553
-80.66708576822393
-80.66745006988029
-80.66781841563486
-80.66819069556699
-80.66856680016144
-80.66894662043116
-80.66933004807754
-80.66971697565737
-80.67010729670089
-80.67050090579008
-80.67089769862636
-80.67129757210212
-80.67170042436611
-80.67210615487437
-80.67251466442879
-80.6729258552103
-80.67333963080952
-80.67375589625266
-80.67417455802176
-80.67459552407031
-80.67501870383549
-80.67544400824802
-80.6758713497394
-80.67630064224609
-80.67673180121162
-80.67716474358647
-80.6775993878265
-80.67803565388955
-80.67847346323049
-80.67891273879493
-80.6793534050117
-80.67979538778403
-80.68023861447998
-80.6806830139217
-80.68112851637382
-80.6815750535312
-80.68202255850578
-80.68247096581293
-80.682920211357
-80.68337023241664
-80.68382096762927
-80.68427235697547
-80.68472434176266
-80.6851768646087
-80.685629869425
-80.68608330139934
-80.68653710697872
-80.68699123385174
-80.68744563093085
-80.68790024833461
-80.68835503736966
-80.68880995051275
-80.68926494139258
-80.68971996477175
-80.69017497652854
-80.69062993363882
-80.69108479415789
-80.69153951720241
-80.69199406293238
-80.6924483925332
-80.69290246819774
-80.69335625310865
-80.6938097114206
-80.69426280824291
-80.69471550962196
-80.695167782524
-80.69561959481806
-80.69607091525899
-80.69652171347062
-80.69697195992916
-80.69742162594679
-80.69787068365538
-80.69831910599042
-80.69876686667517
-80.69921394020487
-80.69966030183144
-80.70010592754807
-80.70055079407415
-80.70099487884049
-80.70143815997457
-80.70188061628616
-80.702322227253
-80.7027629730069
-80.7032028343198
-80.70364179259025
-80.70407982983004
-80.70451692865095
-80.70495307225185
-80.70538824440588
-80.70582242944808
-80.70625561226282
-80.70668777827184
-80.7071189134223
-80.70754900417514
-80.70797803749339
-80.708406000831
-80.7088328821218
-80.70925866976845
-80.7096833526318
-80.71010692002042
-80.71052936168023
-80.71095066778437
-80.7113708289233
-80.71178983609501
-80.7122076806955
-80.71262435450934
-80.71303984970044
-80.71345415880313
-80.71386727471321
