V
-80.77966616666325
22.508294642761822
33.108543846132605
18.65784856755568
3.23945750957184
-8.930911172035906
-17.295556464145307
-22.70550281345351
-26.288183962520588
-28.86344512878616
-30.89561559492345
-32.621877345210216
-34.17860227706319
-35.641834186421534
-37.00984922082913
-38.28666360052641
-39.48131553636807
-40.60474530927921
-41.66825188276118
-42.682538207124296
-43.65731281676759
-44.60118531523001
-45.52164992709804
-46.42527707296786
-47.317547847510426
-48.2030581803504
-49.0861268056516
-49.970270319138244
-50.858531393648505
-51.753563858740705
-52.657666605132434
-53.57276908799594
-54.500502180960424
-55.44222782099513
-56.39900113901222
-57.371526034303
-58.360127489781334
-59.36468951700634
-60.38458626117093
-61.41860808110939
-62.46488170760478
-63.52079137429755
-64.58291279160775
-65.64697345636922
-66.70785298233024
-67.75963747580177
-68.79574035136616
-69.80910013870064
-70.79244657424303
-71.73861081737584
-72.64087354471157
-73.49337233290473
-74.29134596107184
-75.03129519863738
-75.7110810364254
-76.32997482496012
-76.88880051103617
-77.38956908711515
-77.83519606207952
-78.22921034146484
-78.5758077008191
-78.87871328237732
-79.14179419892199
-79.36963309662583
-79.56639340031269
-79.73576260371131
-79.88115214179601
-80.0056709200085
-80.11213242193811
-80.20299566301264
-80.28042475775169
-80.34632683436509
-80.40236913671758
-80.44999103211212
-80.49046061671791
-80.52484630651072
-80.55398030474205
-80.57866936544603
-80.59962439598537
-80.6174327786569
-80.63257838369836
-80.64545961624844
-80.65640394432141
-80.66570444468915
-80.67361938290348
-80.68036680227998
-80.68612747582269
-80.69105269560694
-80.69527091951991
-80.69889163258826
-80.70200771953269
-80.70469762333197
-80.70702754584885
-80.70905344114374
-80.71082265077949
-80.71237521121138
-80.71374522146026
-80.71496362705346
-80.71605460427043
-80.7170349612398
-80.71792276342578
-80.71872804389537
-80.71946847704038
-80.72015580491401
-80.72079866672983
-80.72140419149049
-80.72197854595969
-80.72252705288848
-80.72305432471367
-80.72356427462539
-80.72406006198523
-80.7245443352227
-80.72501943030093
-80.72548736256078
-80.72594981278036
-80.7264081725885
-80.72686360947026
-80.72731711406229
-80.72776951546528
-80.72822150522731
-80.728673658173
-80.72912648666522
-80.72958033343383
-80.73003562501461
-80.7304925440742
-80.73095129677048
-80.7314119942027
-80.73187482544309
-80.73233990059389
-80.73280728438627
-80.73327701589695
-80.73374911605967
-80.73422359007066
-80.7347004288472
-80.73517961067667
-80.7356611029701
-80.73614486381014
-80.73663084414687
-80.73711898827793
-80.73760923343893
-80.7381015120857
-80.73859575386601
-80.73909188542297
-80.7395898305254
-80.74008951065764
-80.74059084574168
-80.74109375433088
-80.74159815394988
-80.74210396142944
-80.74261109319133
-80.74311946550391
-80.74362899465797
-80.74413959712439
-80.74465118977146
-80.74516369002777
-80.74567701597364
-80.74619108642702
-80.74670582104098
-80.74722114039746
-80.74773696608527
-80.74825322076336
-80.74876982821507
-80.7492867133963
-80.74980380247838
-80.75032102288327
-80.75083830331452
-80.75135557378165
-80.75187276562666
-80.75238981154074
-80.7529066455727
-80.7534232031375
-80.75393942102636
-80.75445523741305
-80.75497059185535
-80.7554854252931
-80.75599968004553
-80.75651329980741
-80.75702622964343
-80.75753841598024
-80.75804980659734
-80.75856035061672
-80.7590699984914
-80.75957870199314
-80.76008641419905
-80.76059308947715
-80.7610986834715
-80.76160315308651
-80.76210645647085
-80.76260855300055
-80.76310940326192
-80.76360896903395
-80.76410721327031
-80.76460410008131
-80.76509959471535
-80.76559366354037
-80.76608627402503
-80.76657739471979
-80.76706699523808
-80.7675550462371
-80.76804151939898
-80.76852638741155
-80.76900962394953
-80.76949120365546
-80.76997110212083
-80.77044929586751
-80.77092576232879
-80.7714004798311
-80.77187342757547
-80.7723445856194
-80.77281393485872
-80.77328145700979
-80.7737471345917
-80.77421095090882
-80.77467289003359
-80.77513293678919
-80.77559107673298
-80.77604729613961
-80.77650158198472
-80.77695392192872
-80.77740430430083
-80.77785271808341
-80.77829915289632
-80.77874359898195
-80.77918604718994
-80.77962648896262
-80.78006491632044
-80.78050132184768
-80.78093569867846
-80.78136804048293
-80.78179834145377
-80.78222659629287
-80.78265280019828
-80.78307694885135
-80.78349903840427
-80.78391906546759
-80.78433702709816
-80.78475292078737
-80.78516674444924
-80.78557849640926
-80.78598817539304
-80.78639578051539
-80.78680131126951
-80.78720476751661
-80.78760614947534
-80.78800545771188
-80.78840269312994
-80.78879785696107
-80.78919095075523
-80.78958197637138
-80.78997093596848
