V,Ca_SR,Cai,Nai,Ki,Ca_ligand,d,f1,fCa,Xr1,Xr2,Xs,h,j,m,Xf,s,r,dCaT,fCaT,R,O,I,a_ur,i_ur
-74.1630377227808,0.34638319760006137,8.759186962280918e-05,7.387388758196011,104.28542567753938,0.0,0.00048401871323517455,0.47534048795840966,1.0042515185813576,0.011272774279261731,0.43475901528585176,0.06538077595073623,0.7019595455046596,0.36962457009085786,0.035447477618729135,0.02429711798856704,0.9772465016543527,0.0003036276386233744,0.0003430149702374076,0.905854930783508,0.02869069176899446,6.603964654428288e-05,0.0022312961032457746,0.0003583552640883238,0.595096291277767
-71.17979551161667,0.3463869402421028,8.74183241379493e-05,7.387374330308621,104.28545928093244,0.0,0.000521219393136527,0.47628727025382744,1.004264267213927,0.0111347930696777,0.42782370313716117,0.0654629565537079,0.6931149979968826,0.37028780232807684,0.048466831331674065,0.024344581870742746,0.9772018221480261,0.0003145875245034231,0.0005140701059442776,0.9050992675976848,0.028756103088555664,6.591263698762953e-05,0.00222163899507379,0.00036587871920322506,0.5952112089031139
-68.19178018328013,0.34639063670646764,8.726826308250385e-05,7.387361780053176,104.28548825187788,0.0,0.0006414246096667678,0.4771828950404403,1.0042762304420398,0.011012818593838633,0.41156479805311486,0.06568936467030126,0.6678413981579299,0.37078008711047955,0.06852616142217072,0.024374327776908743,0.9769998443320421,0.000347489955178673,0.000835458452388353,0.9025398219219987,0.028821286101156588,6.579115184381071e-05,0.002212265063054477,0.0003906414341843309,0.5953270226640911
-65.08379468784005,0.34639430266744153,8.715659346680782e-05,7.38736483277413,104.2855158334961,0.0,0.0008768034722435684,0.4780259164982392,1.0042868774659206,0.010908797858815102,0.38995236033966296,0.06603987627170042,0.6262600499876203,0.37103979075926946,0.09786055023658904,0.024388590731587938,0.9766179526254266,0.0004055024082304436,0.0013887590368660385,0.8972261933851206,0.028886067594866633,6.568266632180884e-05,0.002203428376421648,0.0004394160754128789,0.5954438818023016
-61.58071643528723,0.3463979631196189,8.71087694511049e-05,7.3874229427157525,104.28554468576156,0.0,0.0013085761772370606,0.47880946695237003,1.004295335761384,0.010826540925546588,0.36466403783616147,0.06650326559232939,0.5668241774679822,0.3709440721300461,0.14240538931632452,0.024388413541535744,0.976009050201424,0.0004977525856355704,0.002428773257862092,0.8877177060814121,0.028950150707713507,6.559911326532764e-05,0.002195540077332077,0.0005261430611462391,0.5955619723916764
-56.989259921255005,0.34640165204029155,8.716916055220854e-05,7.387643498288236,104.285577139337,0.0,0.0021475895094621345,0.47951491640607,1.0042979411031085,0.010773822270638327,0.33540330151104586,0.06708145741123214,0.4845984187171677,0.3702357726692307,0.22109720065629404,0.02437301359469412,0.9750769253416127,0.0006470697637503145,0.004840300401209739,0.8719335078402591,0.029013111754521623,6.555721097581635e-05,0.0021891804656917974,0.0006817629339807321,0.5956815272911389
-52.401173026003725,0.34640544864543565,8.74458154428499e-05,7.388326228346696,104.28561535932764,0.0,0.0038258023591328442,0.48011153440148974,1.0042966723969073,0.010761270037566757,0.3034366185054464,0.067765213644101,0.3802526799212226,0.3684213955137755,0.3307011872737442,0.02434249824996025,0.9736838222199276,0.0008883009801695092,0.009869564095178245,0.8480298575895343,0.029073964780759,6.559642225290904e-05,0.002185722843183291,0.0009652081802565132,0.5958024529689255
-37.08237011703613,0.3464095078466441,8.83732273793626e-05,7.390695173980823,104.2856642615397,0.0,0.01201415682892826,0.4803076695619044,1.00428300248779,0.010857968952580557,0.2612991605588487,0.06858126320624136,0.21823939969906297,0.3614576931389447,0.6917464101563823,0.02428848953816231,0.9709734666136117,0.0015558455791406243,0.05827462289284084,0.8064902338401615,0.02913100356301594,6.579040609837012e-05,0.002187716738756848,0.001939152875764224,0.5959227711310209
-7.711754852980786,0.34641593493935524,9.86526557884666e-05,7.393987314022271,104.28572420436745,0.0,0.21895559054251001,0.4769462883521898,1.0041494287525257,0.012173446506851484,0.19173511356656978,0.06959123498393645,0.011158453276514706,0.25629225747127343,0.9929260317131128,0.024154487626242723,0.9562878468249355,0.011006757360160022,0.7390860457740033,0.6200741228563189,0.02916301660795599,6.722211372744603e-05,0.002232653083915932,0.030779349893457722,0.595973521991487
7.6761106996493425,0.3464309277519043,0.00011660012569418576,7.393931646142653,104.2857211307309,0.0,0.5423972115863961,0.47228166172856334,1.0035248572786934,0.01677750966357029,0.12823348244405022,0.07065228505972242,0.00015075608090399769,0.107977280231037,0.9990637374051121,0.023932363685206768,0.9204134194604604,0.05600321712141146,0.9810904498071619,0.25082793109784446,0.02910153675325014,7.358868808296306e-05,0.002448823575202036,0.18437498449483902,0.5958816587826298
