,999
V,-73.11029618078432
Na_c,129.99541660411788
Na_i,7.460369980211891
m,0.0036778590157425
h1,0.8569453092151257
h2,0.8511798163487445
Ca_d,6.105575937386383e-05
d_L,1.5835953610311305e-05
f_L1,0.998401410104078
f_L2,0.9983720418354882
K_c,5.598870052961137
K_i,130.59539930633025
r,0.0011845467473266
s,0.9445130792604488
a_ur,0.0004084314186782
i_ur,0.9757663665999782
n,0.0045190863150193
pa,6.245117666902715e-05
Ca_c,1.802230338574976
Ca_i,5.119471341179878e-05
O_C,0.0210601890906097
O_TC,0.0101368216191143
O_TMgC,0.1570785382694934
O_TMgMg,0.7438382794550668
O,1.3764139503617314
Ca_rel,0.5174499277464032
Ca_up,0.5229242362828852
O_Calse,0.3830629287812017
F1,0.4775471300941037
F2,0.0012670277339819
