,250
V,-65.32917995805815
Na_c,129.60311207532683
Na_i,10.204841051484904
m,0.0094330795540566
h1,0.5752241352860814
h2,0.3675503852525139
Ca_d,0.000219360168123
d_L,5.999035816248646e-05
f_L1,0.9948064919241572
f_L2,0.8656084030149853
K_c,7.203808409444945
K_i,127.58129189530467
r,0.0023935122920221
s,0.8936148809725973
a_ur,0.0009923909461039
i_ur,0.9129288442801036
n,0.0187230440390649
pa,0.0026335549306709
Ca_c,1.8040804396584609
Ca_i,0.0001960308775685
O_C,0.075743763627647
O_TC,0.0374985645453768
O_TMgC,0.424361032487513
O_TMgMg,0.5079533479389198
O,1.423828849724861
Ca_rel,0.9809401131965398
Ca_up,1.2264065789692375
O_Calse,0.5408963259686622
F1,0.095148667798099
F2,0.0095478513479745
