,500
V,-71.95566356595936
Na_c,129.98495624327248
Na_i,9.379415895415455
m,0.0042309081447436
h1,0.8266476965461477
h2,0.7635542487700974
Ca_d,0.0001058648327621
d_L,1.933282762892805e-05
f_L1,0.9981159924899856
f_L2,0.9946146322518504
K_c,6.143738466008188
K_i,128.5517365777707
r,0.0013156469836483
s,0.9388634792459908
a_ur,0.0004676903420868
i_ur,0.9474652839781806
n,0.0100681829365009
pa,7.827323377881971e-05
Ca_c,1.8159359781737183
Ca_i,9.42902131099873e-05
O_C,0.0381125869417438
O_TC,0.0185118939141795
O_TMgC,0.265907660542806
O_TMgMg,0.6477848766690085
O,1.3952639736123478
Ca_rel,0.7562761461152997
Ca_up,0.8215932800329616
O_Calse,0.4757229120396885
F1,0.2462892233534113
F2,0.0044822688315794
