v,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,IC1,IC2,C1,C2,O,IO,IObound,Obound,Cbound,D,xs1,xs2,xk1,Jrelnp,Jrelp
-87.92881332873374,0.01450162472602686,8.121065130575102e-05,7.579533355656498,7.579618478268555,144.34405526825583,144.34402341161606,1.5386082306840907,1.464926790303235,8.193268624058741e-05,0.007398300197481432,0.6955701395731201,0.6955582436140526,0.6954919859591211,0.4519938872334118,0.6954436977389141,0.00019089355485516827,0.49942797375367776,0.2695922267439997,0.0010060406703445847,0.9995484540654729,0.5876436765571095,0.0005126061207925726,0.9995484593030589,0.64101809535414,2.3815817378730997e-09,0.9999999906928883,0.9095995469830626,0.9999999906931238,0.9996998846516574,0.9998990798293251,0.9999999906447623,0.9999999906852678,0.0023274838776759566,0.9996297901003167,6.931553470943421e-05,1.8269257100149267e-08,8.386801798611457e-05,0.00015907650066822898,5.820249228323989e-05,1e-09,1e-09,1e-09,0.0,0.2727610259829585,0.000194420296700977,0.9967787889916955,1.9547055685266793e-07,2.440946240082224e-07
-87.92884008864476,0.014493920511474632,8.117767410850868e-05,7.57951897950388,7.579604044926264,144.34407119926382,144.3440393404797,1.5385824281065972,1.4652140010697885,8.190261921240027e-05,0.007398273367741507,0.6955718147122657,0.6955606230480029,0.6954946387367062,0.45199678408162347,0.6954466333763109,0.000190892208480544,0.49948391295558886,0.26966477120458937,0.0010060361440811974,0.9995484595390931,0.5881336739910421,0.0005126038133731571,0.9995484647583939,0.6415065008558177,2.381543437306937e-09,0.9999999906930874,0.90968990246475,0.9999999906933005,0.9997028708309561,0.9999004164216615,0.9999999906474294,0.9999999906857766,0.002317161590014405,0.9996298254101453,6.931515366694376e-05,1.826906076189253e-08,8.386695404719021e-05,0.0001590520021393276,5.819312616135439e-05,1e-09,1e-09,1e-09,0.0,0.2726307176003767,0.00019441842090231096,0.9967787705174471,1.9560994249733888e-07,2.442748332608762e-07
-87.9164539408183,0.014486219628456563,8.114483052264426e-05,7.579504599650947,7.5795896134756715,144.34408707352543,144.34405526486518,1.538556717518508,1.4655000352960144,8.187267622581351e-05,0.007406936767204366,0.6952236707371113,0.6955424494826636,0.6954936230168987,0.45199144260922813,0.6954470442439631,0.0001913146454277728,0.4995390641811989,0.26973704875275367,0.00100625238037317,0.9995484324214808,0.5886230637382281,0.0005127140463102134,0.9995484330441278,0.6419942044107372,2.3836127904156504e-09,0.9999999906922296,0.9097801676358855,0.9999999906923841,0.9997058272964576,0.9999017353103595,0.999999990649533,0.9999999906858225,0.0023110992156120318,0.9996296247495615,6.94555725810092e-05,1.8286532904359035e-08,8.395798940946558e-05,0.0001590254553644506,5.8188861771410314e-05,1e-09,1e-09,1e-09,0.0,0.2725004721319602,0.000194419153503499,0.9967788093556422,1.9576176745856435e-07,2.44466721976691e-07
-87.7997466881994,0.014478522079696403,8.111211544582473e-05,7.5794902119168555,7.57957518325129,144.34410199932464,144.34407102960563,1.5385310984430909,1.4657848973462377,8.184285340080432e-05,0.007491436617138028,0.6915998306534205,0.6951959118171903,0.6954323383450693,0.45185192291448956,0.6954059960220058,0.00019545819141699965,0.49958535799124826,0.2698067458954782,0.0010094796724507463,0.9995478766368784,0.5891114537875464,0.0005143592597888446,0.9995478007475312,0.6424806270639359,2.413847683238111e-09,0.9999999906742033,0.9098703425865811,0.9999999906737199,0.9997087543425981,0.9999030367282723,0.9999999906444229,0.9999999906785161,0.0023066118647634697,0.9996271223092779,7.081026413185066e-05,1.8512118141082577e-08,8.509076268553569e-05,0.0001589785503290443,5.8250516678338744e-05,1e-09,1e-09,1e-09,0.0,0.27237029931216317,0.00019446253188587972,0.9967797804884594,1.9609064384001002e-07,2.448375954829565e-07
-87.24166004656013,0.014470827867568793,8.10795066187994e-05,7.579475796437492,7.57956075722894,144.34411182443418,144.34408562597673,1.5385055703620458,1.4660685913800622,8.181313386387118e-05,0.007909163731066263,0.6738646721151109,0.6930789217747985,0.695035109331721,0.4509865436749132,0.6951334740706974,0.0002165601793664157,0.49958398863873466,0.26986287050423147,0.0010272469250714503,0.999544363487792,0.5895969650926107,0.0005234168074760902,0.9995438285039823,0.642962997737074,2.5850850081388156e-09,0.9999999905582333,0.9099604274062174,0.9999999905537209,0.9997116522557943,0.9999043208983912,0.999999990598271,0.9999999906287886,0.0023027132496919087,0.9996140261002321,7.76656417635076e-05,1.9713430672746635e-08,9.104507770949832e-05,0.00015888030809481997,5.8634073990569756e-05,1e-09,1e-09,1e-09,0.0,0.27224024561164173,0.00019474209398173727,0.9967857810560816,1.9760366822036024e-07,2.4641635569915674e-07
-84.81173521388497,0.014463136993032323,8.1046911938149e-05,7.579461279272045,7.579546351811217,144.3441014769705,144.34409487465064,1.5384801325716515,1.4663511205730881,8.178344760386184e-05,0.009975778106203282,0.5950399077826971,0.6829264619700037,0.6930361124385315,0.44704976861187884,0.6937565248099009,0.00033599105574560415,0.4993715612343456,0.26986173015034903,0.0011106839814667769,0.9995253856356444,0.5900717708873742,0.0005659551084316192,0.9995226408703213,0.6434298381877134,3.566130773668077e-09,0.9999999898774877,0.9100504221803045,0.9999999898453225,0.9997145212892815,0.9999055880003596,0.99999999031614,0.9999999903329188,0.002299037627337675,0.9995425045970687,0.0001157162752976509,2.6174268469883358e-08,0.0001228783152212407,0.00015870778430628773,6.0437769058467094e-05,1e-09,1e-09,1e-09,0.0,0.2721104986807061,0.0001961257001650581,0.9968130435567273,2.0545843618849387e-07,2.544780417743577e-07
-74.84154569995643,0.014455449451240693,8.101396201792541e-05,7.579446660731579,7.579532072630499,144.34404498979157,144.34408694814095,1.538454783583424,1.4666324810829563,8.175350697043947e-05,0.022855807500525765,0.34996116282909395,0.6396766345714832,0.6830096754603602,0.4336144513857127,0.6868401928391384,0.0016523094385732732,0.49836476826383275,0.2696763657264469,0.0015357699651929871,0.9993648295584006,0.590505459463983,0.0007827618880442573,0.9993529116353987,0.6438379129564181,1.7285148987836567e-08,0.9999999805956644,0.9101403269203038,0.9999999797082068,0.9997173610862634,0.9999068374020501,0.9999999865072042,0.9999999861647597,0.0022954353720802843,0.9988390059749579,0.000516749515336119,9.270188391726284e-08,0.0004145630932308844,0.00016086418763094456,6.89954421808451e-05,1e-09,1e-09,1e-09,0.0,0.2719816478267713,0.00020338016618290318,0.996913786388875,2.7039495006411683e-07,3.205826526759315e-07
-38.38293447675928,0.0144477652282054,8.098284725995609e-05,7.579512997515821,7.5795224684033995,144.3440122799972,144.344060497725,1.5384295189082804,1.4669119042479368,8.172234121897646e-05,0.2302890614734918,0.1919259501917169,0.5446022295440542,0.6463812570731827,0.41002108148470257,0.6613790024841201,0.22441679436017972,0.49612179889609787,0.26926465077282746,0.00500730430852382,0.981530284987766,0.5907340738791741,0.00256399598475629,0.9842461824321759,0.6440189642839773,2.4444358933721485e-05,0.9999872465029909,0.9102297314663786,0.9999476798639615,0.999716460742265,0.9999031217691784,0.9999948812748772,0.9999789457157333,0.002291836938362468,0.9913727890726564,0.004441436956043274,1.9519488962398488e-05,0.003811769092699091,0.00022785994850486012,0.00012689635635382556,1e-09,1e-09,1e-09,0.0,0.27185301006874923,0.00029461619719348104,0.997182433418105,1.8321426112787128e-05,1.8455644797656998e-05
4.743776800817836,0.014440510765844338,0.0001682306864065263,7.584504498746467,7.580956497434969,144.3440265900704,144.34396942619827,1.5384030852395882,1.4453601713952764,8.170751945622869e-05,0.9862925143838116,0.001796124860661021,0.3926536712849905,0.54836575206873,0.36768369626053754,0.5909356868171749,0.9994324857468422,0.49364813807495384,0.26881636338517745,0.0690685510050544,0.823148794137971,0.5848137051363307,0.04008634860330749,0.8613022093026845,0.6391643465716466,0.3768832650437056,0.9823624321872827,0.9101524035606628,0.949904228572363,0.9986583624386797,0.9901705161166158,0.9929073248139276,0.9796403414298432,0.005401886587613635,0.9272444352923518,0.011329780788936277,0.047466402447450026,0.013000941211762597,0.0005277209744640101,0.00043099020025497256,1e-09,1e-09,1e-09,0.0,0.27213103572793235,0.0021593628982899127,0.9977368121856077,0.2575402969565206,0.2598600363926906
14.575443695292874,0.014450656221539562,0.0013113265614128605,7.585013034526757,7.583641873202555,144.34402827302796,144.34353560662984,1.5383242048231833,1.2261156540459761,8.227320932124591e-05,0.995603760848099,1.679647046070126e-07,0.2516799373007689,0.4392406271817304,0.31705539875486527,0.5076289897728565,0.9999793502013565,0.49118603898251234,0.26836870914447514,0.19238169569586858,0.6708618869256984,0.568809979344958,0.12172767489155634,0.7427241060885611,0.6265090414734034,0.8218162616453342,0.9295737024854401,0.9098761560424049,0.8912328979420057,0.998151639621509,0.9770616273485905,0.9712125489837407,0.9549751979367285,0.41869888064128347,0.7027406765690318,0.03374026499518702,0.21557661940525527,0.044916829840367684,0.0016214761913414778,0.0014044039140370006,1e-09,1e-09,1e-09,0.0,0.27279248204023143,0.004896128240840784,0.9983020236241056,0.8600617365224431,0.8859919935521195
