v,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,IC1,IC2,C1,C2,O,IO,IObound,Obound,Cbound,D,xs1,xs2,xk1,Jrelnp,Jrelp
-87.87432025219306,0.03508043485774712,9.946211238223154e-05,7.860047399581009,7.860164155720274,144.01271898693614,144.0126837542502,1.8127462530939373,1.5092253555959951,9.833588677901987e-05,0.0074389525671001286,0.6936703753755256,0.6936229004764235,0.6933440633770733,0.44964246086963766,0.6930968179689666,0.00019287959202763606,0.45833929944691953,0.22907139921391154,0.0010097528901458583,0.9995440053876049,0.40045812066610065,0.0005144985392559729,0.9995440268411919,0.4485252101912593,2.41252890113684e-09,0.9999999900491573,0.8460402238631451,0.9999999905468835,0.9956417792537968,0.9982524976902349,0.9999999873843184,0.9999999903235545,0.005044208490189471,0.9996149622658514,6.995472217732734e-05,1.8434481339444863e-08,8.470042836988634e-05,0.000168751466044031,6.188648245011119e-05,1e-09,1e-09,1e-09,0.0,0.37629487275821316,0.00019579085825177363,0.9967937856357872,2.1758290868484862e-07,2.709124686649153e-07
-87.87453382081604,0.035062294013929594,9.934493517502247e-05,7.860032656181457,7.860149223672894,144.01273661478345,144.01270137289933,1.8126260297756869,1.5104369643864033,9.82299380874101e-05,0.007438787004290527,0.6936785693697145,0.6936323202457734,0.6933551216885329,0.44965414516818675,0.6931101129349934,0.00019287150224609294,0.4585911165806018,0.22920882374965612,0.0010097352730151447,0.9995440272989198,0.40117015137007106,0.0005144895583632193,0.9995440486014407,0.44927483730202483,2.412381875962573e-09,0.9999999901145348,0.8461941070555665,0.9999999905481591,0.9956851452595211,0.9982756437168808,0.9999999875546011,0.9999999903364919,0.0050211417168244035,0.9996152919053999,6.995419511049989e-05,1.843372031908157e-08,8.469722775862365e-05,0.00016852205432060959,6.178998306414033e-05,1e-09,1e-09,1e-09,0.0,0.37611508195410964,0.00019578207317595407,0.9967937114631988,2.182856926034129e-07,2.71795862581295e-07
-87.8623224032539,0.0350441561126191,9.922830431502708e-05,7.860017898616325,7.860134279091589,144.01275418938346,144.01271899057397,1.812506310177455,1.5116440121091557,9.812448738174073e-05,0.007447361204929967,0.6933360163526142,0.693621024829518,0.6933624324037096,0.4496575226204844,0.6931207838973794,0.00019329163704035837,0.45884119943529794,0.22934588253054222,0.0010099394838364749,0.9995440161021234,0.4018813020780874,0.0005145936613385454,0.9995440326382516,0.4500233919338892,2.4143726013569776e-09,0.9999999901704999,0.8463478364413223,0.9999999905482442,0.9957280797554722,0.9982984831679,0.9999999877153409,0.9999999903482957,0.004998495055303928,0.9996153798838102,7.009377087409952e-05,1.845077561347274e-08,8.478495053695915e-05,0.00016828951456648704,6.170722881110717e-05,1e-09,1e-09,1e-09,0.0,0.37593537788343034,0.00019577601616771933,0.9967936949254075,2.1899305797734677e-07,2.72683071665151e-07
-87.74593148536871,0.03502602118945753,9.911221159444845e-05,7.860003122032507,7.860119323519177,144.01277082199778,144.0127364524901,1.812387092644714,1.5128465092448806,9.801952848545986e-05,0.007532067192048313,0.6897125654537571,0.6932803527550668,0.6933091771748437,0.44952684585806213,0.6930897486172629,0.00019746553583225915,0.45908148126424886,0.2294802682137968,0.001013163570561506,0.9995434710683528,0.402591005092825,0.0005162372467415581,0.9995434104815731,0.4507699878918958,2.444885962663213e-09,0.9999999902017742,0.8465014121739622,0.9999999905302461,0.9957705870341028,0.9983210201023098,0.9999999878602456,0.9999999903520099,0.0049761146898114825,0.9996131398223468,7.145692403933467e-05,1.86777389085759e-08,8.592313207958505e-05,0.00016803817479064462,6.169706837918631e-05,1e-09,1e-09,1e-09,0.0,0.3757557737578046,0.00019581290943002005,0.9967946078379446,2.1989297244240274e-07,2.7376475661611496e-07
-87.19480555437526,0.03500788927908687,9.899662854934934e-05,7.859988303540156,7.860104361875389,144.0127824109048,144.01275275764934,1.812268375466883,1.5140444660902825,9.791504119454138e-05,0.00794669285073888,0.6721416413270587,0.6911782419569226,0.6929211965611359,0.44867678107602377,0.6928280388527905,0.00021850615176063857,0.45927350555420415,0.2296011159472288,0.0010308302220211425,0.9995399644276062,0.40329656409191217,0.0005252435407931895,0.999539444952659,0.4515104221622226,2.6167016827769656e-09,0.9999999901281182,0.8466548344061519,0.9999999904101933,0.9958126713400512,0.998343258518569,0.9999999879556719,0.9999999903124283,0.004953941199143257,0.9996003492686607,7.828456742879432e-05,1.9877464780406823e-08,9.186539536558514e-05,0.0001677306916645145,6.202399878928271e-05,1e-09,1e-09,1e-09,0.0,0.37557633204973556,0.0001960854091023006,0.996800495475466,2.2212432827356486e-07,2.7620423739699165e-07
-84.83979951517136,0.03498976041265469,9.88814462899916e-05,7.859973357491718,7.860089413465968,144.01277430908303,144.01276381153136,1.8121501567030922,1.5152378918627702,9.781094923357221e-05,0.009953555472716532,0.5954933293663153,0.6812237335880239,0.6909663546383793,0.4448300845601452,0.6914859014357766,0.00033457197580999995,0.4592584589225341,0.22966602032850508,0.0011124128821096491,0.999521291091765,0.40398696705112425,0.0005668364987058977,0.9995185979578577,0.45222762055437166,3.5788928237614897e-09,0.9999999894936318,0.8468081032862139,0.9999999897117191,0.9958543368461866,0.9983652023228449,0.9999999878107926,0.9999999900301996,0.004931944180087804,0.9995309623506349,0.00011523168078283345,2.6186799667635998e-08,0.0001229359982359384,0.00016731828449206723,6.379929842791658e-05,1e-09,1e-09,1e-09,0.0,0.3753972997247818,0.00019743972686393196,0.9968270931903073,2.314115342708181e-07,2.858573362566985e-07
-75.38556184570966,0.034971634607873725,9.876624851311153e-05,7.859958206761409,7.86007458462551,144.01272082842516,144.0127580881246,1.8120324334746176,1.516426788081697,9.770695289956686e-05,0.02204152343300027,0.35645308170812734,0.639468934402535,0.6813564848790505,0.4317822305308828,0.6848613576011562,0.0015375955206170784,0.45847762573441875,0.22955281318612064,0.0015160779500301613,0.9993720206983006,0.40462054968786765,0.0007727134318999223,0.999360336276296,0.452858796183965,1.59178192599048e-08,0.9999999811336144,0.8469612188886395,0.9999999805832551,0.9958955871465162,0.9983868546536893,0.9999999844859466,0.9999999862809891,0.004910081378221338,0.9988847422496197,0.0004818427477392435,8.686373712522877e-08,0.00039249465736090135,0.00016888584522246466,7.222143569345095e-05,1e-09,1e-09,1e-09,0.0,0.3752194282554401,0.0002043574845132017,0.9969242689579504,3.0078835986345396e-07,3.5664174397064657e-07
-41.5596478326345,0.034953511857365005,9.865246427179705e-05,7.859992866231826,7.860062947581792,144.0126868020164,144.0127332925187,1.8119151994453224,1.5176105497773698,9.760208763530872e-05,0.18955832306464873,0.1976474046673977,0.5464756278137987,0.6465415427077112,0.40868324111773047,0.6606800763295614,0.1594635042417573,0.4564629753597452,0.22921260020052506,0.004574323535916367,0.9857389575967129,0.40502506614853295,0.0023401713919069273,0.9876664101664147,0.45320799103538023,1.2934272065920847e-05,0.9999925715411967,0.8471139740873238,0.9999755199223351,0.9959346925012246,0.9984059082737863,0.9999970119353516,0.9999901392222392,0.004888294279602451,0.9918369437085416,0.004214838796170917,1.2119649023604546e-05,0.003580373039789478,0.00022939697435853782,0.00012660163148821375,1e-09,1e-09,1e-09,0.0,0.37504062430078866,0.0002809127090927278,0.997181801033308,1.2957048977138974e-05,1.3078605862018125e-05
3.3210910439836874,0.03493601469138329,0.0001709511612194691,7.864907781808254,7.861322589303271,144.01270373858586,144.01266251915058,1.811797307405393,1.5002329370708596,9.751167348983463e-05,0.9834261193896736,0.003045930165811971,0.3992937793545475,0.5525977084767608,0.36811381613912997,0.5933261818213827,0.9989682713571642,0.45418759544610054,0.2288310809822074,0.061513134396030594,0.8321081588338104,0.4015936401408538,0.03533414470025455,0.8682092527958635,0.45031479634619576,0.3237478567569403,0.9851064799971513,0.847073903720917,0.9519724456073216,0.9948704924537684,0.9894655704173579,0.9940157279400986,0.9804920854160181,0.007984591887229175,0.9393928478125305,0.010693658299366901,0.037046363656216476,0.011944527314384775,0.0005082166538187202,0.00041466006305555824,1e-09,1e-09,1e-09,0.0,0.375188235040123,0.0020075687293586745,0.9977171970217134,0.23779563868446177,0.2397157773378784
13.53822467449281,0.03494562899459181,0.0013896509353866992,7.8654561836031665,7.8639898876252525,144.0127106078424,144.01226385690896,1.8116207405299165,1.2633797735294687,9.803709620262354e-05,0.995092661261666,2.8385390552837256e-07,0.25818976836068364,0.4442516691330422,0.3183539274750979,0.510959965958938,0.9999745806043796,0.4519223111219201,0.22845001394900577,0.17994977637957732,0.678803600154825,0.3911365643096956,0.1127104763884205,0.7459783904970242,0.44154947252626453,0.7977205239572406,0.9356920754716934,0.8468480926689409,0.8961106697229627,0.994433663547171,0.9763683726443083,0.9737641656989671,0.9570612021572082,0.421906333734383,0.7383104146252649,0.03033854915969491,0.18856794565072116,0.04000368287652862,0.0014780473597983976,0.001301634127364309,1e-09,1e-09,1e-09,0.0,0.3757272479689805,0.004700402032087465,0.9982791140153525,0.9515553288400849,0.978479664710589
