,999
CaM,0.0006755767438057
Myoc,0.0034051988794897
Myom,0.1360912289977257
SLH_jn,0.1011089035122249
SLH_sl,0.1857725908671803
SLL_jn,0.0129010763531964
SLL_sl,0.020460521970706
SRB,0.0043228511805295
TnCHc,0.1259789990410409
TnCHm,0.0066187071442289
TnCL,0.0177644434929823
Ca_i,0.0002026353976795
Ca_jn,0.0003095145964268
Ca_sl,0.0002225527106
NaB_jn,3.408781183091879
NaB_sl,0.74379833726184
Na_jn,8.207910653087636
Na_sl,8.207289239711134
Ca_sr,0.4906508736983235
Csqn,1.1183895106404584
V,-70.8304377092455
d,3.3464320908545495e-05
f,0.9975317285294928
fCaB_jn,0.0426928805459345
fCaB_sl,0.0312722804461701
K_i,120.0
xr,0.0012236882624223
xs,0.0089834970240005
Na_i,8.207365220113685
ikur_r,0.0005325480541178
s,0.9714828208920846
h,0.2248990110983504
j,0.1663509127230117
m,0.0308015852427143
hl,0.0264499784463087
ml,0.0153791361918739
x,0.0017470362410317
y,0.9330454666075776
i,4.239258614462838e-07
o,1.7832897285042209e-06
ryr_r,0.8079345205687885
fluo_i,0.0021472485722784
fluo_jn,0.0029454942411945
fluo_sl,0.0023095305015215
Cai_mean,0.0002033153792265
fluo_mean,0.0021527305695975
