,666
CaM,0.0007846080563534
Myoc,0.004641601194855
Myom,0.1348422250191879
SLH_jn,0.1086883627996911
SLH_sl,0.2035146906828236
SLL_jn,0.0149484644728345
SLL_sl,0.0239532947696077
SRB,0.004847247812791
TnCHc,0.1295513890784325
TnCHm,0.0048966822343524
TnCL,0.0200232730583965
Ca_i,0.0002361912701225
Ca_jn,0.0003599608935098
Ca_sl,0.0002612584001904
NaB_jn,3.7341333682573614
NaB_sl,0.8148173537989436
Na_jn,9.752513432337402
Na_sl,9.753039744710165
Ca_sr,0.5112501074460923
Csqn,1.1446709561337574
V,-74.30686768422827
d,1.8750522028881577e-05
f,0.9985690945245024
fCaB_jn,0.0504312733510506
fCaB_sl,0.0377393419699165
K_i,120.0
xr,0.0045603654814464
xs,0.0070567986588834
Na_i,9.753242513873795
ikur_r,0.0003562309756432
s,0.941951754146934
h,0.3462582221281973
j,0.2253229201032582
m,0.0159440262878618
hl,0.0354267022626895
ml,0.0088773839854012
x,0.0012745406389589
y,0.9494070805357162
i,7.313347674447745e-07
o,2.4134228991280915e-06
ryr_r,0.7674408146297923
fluo_i,0.0024189436581241
fluo_jn,0.0032696890119907
fluo_sl,0.0026085347252492
Cai_mean,0.0002370384310309
fluo_mean,0.002425282399179
