V,Na_i,m,h,j,K_i,r,s,s_slow,r_ss,s_ss,y,Ca_i,Ca_SR,z_1,z_2,z_3,TRPN
-83.69229727296793,12.555318816998549,0.00259218740217983,0.7759814289019977,0.7239703188917969,138.0541015085204,0.0016581821176967263,0.986244635266414,0.4116005737624665,0.0022213928856111226,0.3030354402638696,0.003647640221886849,0.00015992824782754553,1.9491799604289142,0.968739573821202,0.008569171935753083,0.02249237462713905,0.059515676128744956
-72.59031349567401,12.555275078499339,0.013650841163574791,0.7707807159821922,0.7230098070024209,138.05458199269717,0.004252444809073009,0.9863265839564127,0.41207130081263416,0.0028050825290890933,0.3030287130456057,0.003647467920635908,0.00015947284960225424,1.949813161977811,0.9689412734204965,0.00856780036861326,0.02229389003485297,0.0595540319083454
-62.37803267049693,12.555219038308577,0.05989530714797941,0.7642734060625901,0.7210245074491388,138.05503536304062,0.009925486462435507,0.9858139077178508,0.412486942758686,0.0038288246940260205,0.30294553701242133,0.003646429350577467,0.00015955392406345924,1.95032611812474,0.9691264411903847,0.008569191501790087,0.02210905697743386,0.05959118327878832
-50.896268381793874,12.555206533149375,0.2411459664322347,0.7546219676248866,0.7165283528101459,138.05549124937045,0.022988743668658943,0.9828008308333457,0.4128678294233753,0.004972470430730909,0.3028258031522863,0.0036451991680110504,0.0001613897607500397,1.9504061935541435,0.9692572285961603,0.008580417006523627,0.021968402587803786,0.059624863036486495
3.123600140651576,12.557310547688129,0.9456072617502391,0.5765183477941439,0.6947478384008636,138.0554797947291,0.20908452893879606,0.9679085962367548,0.4116463998515035,0.008081686879391592,0.30268843595166667,0.003642877087229687,0.0001986428549354001,1.9422395715949508,0.9675519966095509,0.00880000424037521,0.023453441588173408,0.05963865316461882
31.80098771282133,12.558895793250903,0.9999931098841461,0.06907935214791938,0.6377008460036344,138.05488343324924,0.977407255162922,0.9406470957081462,0.4001037708253789,0.07955083539913976,0.30254434193638763,0.0036224351112837893,0.00021546125545139288,1.9382412661729518,0.9646694131568797,0.009165079427378818,0.025955612982153247,0.05954935168406546
18.78942867718189,12.558875709823555,0.9999511336723195,0.008307515276591664,0.585331428527024,138.054210652757,0.9406942377652991,0.914152906925,0.3888570238530387,0.13722280347860238,0.30240031625897607,0.003604565297525851,0.00023290109480455197,1.9339841672991727,0.9616436532630109,0.009449133758011881,0.028680134701735104,0.05944149732916489
7.731388857973914,12.558727605189889,0.9997292645964846,0.0011690333163179144,0.5376437850799213,138.05366505549563,0.8594365478772459,0.8884108643851946,0.3781304388581953,0.1689167688868093,0.30225637957596296,0.0035931892665169232,0.0002923760668137996,1.9200019736581604,0.9541534407513026,0.009919627708138605,0.03566899359408948,0.05925389896543388
0.7866040020903642,12.558574998675716,0.9991895235746565,0.00020800076754726442,0.49450014969450745,138.05323327274039,0.7633384961663892,0.8634122424527739,0.3683549584751139,0.18802142793058033,0.30211254966025536,0.0035849354757661305,0.0003991167162382257,1.8949156116437271,0.9421256861557923,0.01072011007783891,0.04683379378939867,0.058880869194502666
-3.5390199901182893,12.558433205191887,0.9983901378561475,4.902605787247545e-05,0.4555428449481956,138.05288572463417,0.6803448750943185,0.8391498113645156,0.3597659914760169,0.20107459549937493,0.30196883453401535,0.0035781597847443225,0.0005302959376017548,1.8637156460492763,0.9284607658253311,0.01186766394112546,0.0592475712491122,0.058250840887415944
-6.478483960536702,12.55830289094313,0.9974409731136102,1.8997739389081924e-05,0.4203062565118103,138.05259738867957,0.6154019169831717,0.8156115755854815,0.3522662850253965,0.21083916341586725,0.3018252341306401,0.003572194811472305,0.0006643397249685391,1.83071745336241,0.9151342532948585,0.013303973235593165,0.07099341836838001,0.057355804565071666
-8.670984023892744,12.558183061630919,0.996392086389824,1.4787970428704514e-05,0.38835456731454454,138.05235172421584,0.5644898607986981,0.7927820563634236,0.34566703166693263,0.21855701275605363,0.3016817463267929,0.0035667468685113956,0.0007895815158533496,1.7979862420354782,0.9028314086468594,0.01493899941603748,0.08148082180281535,0.05622962494989542
